,Daily TWH,Yearly TWH,Cumulative TWH,,Daily Carbon (TCO2),Yearly Carbon (TCO2),Cumulative Carbon (TCO2),Intensity (gCO2/Wh)
2011,6.757189163836875e-05,0.03240658251152295,0.032406582511522966,,34.94838267786807,16760.780546974078,16760.780546974085,0.5172029645833334
2012,0.00021343997218117018,0.037793312648847194,0.0701998951603701,,110.14467624489268,19503.05813568936,36226.319961760695,0.5160452145833334
2013,0.00034754663304546545,0.023301122714039342,0.09350101787440948,,179.46561122423435,12032.198941023584,48281.91594284212,0.51637850625
2014,0.006069888042390471,1.3428070164045518,1.4363080342789618,,3122.902907919117,690862.1554496551,738967.5897796098,0.5144910229166667
2015,0.008299383930427468,2.4899098963740185,3.926217930652977,,4233.62050534279,1270134.4680655166,2002813.3267478375,0.5101126229166667
2016,0.01385951426454198,4.177671049789533,8.103888980442509,,7029.458175665885,2118888.3936082306,4110241.351964354,0.5071936895833333
2017,0.0435178283238431,9.28867289305591,17.392561873498426,,22013.188016858487,4698609.988079465,8797905.34966553,0.50584298125
2018,0.11469454013852293,38.36003309393567,55.75259496743408,,57879.00709942638,19357858.055811778,28134772.90230424,0.5046361145833334
2019,0.19851745866452566,57.28957629155716,113.04217125899123,,102274.90533306959,29515217.609612234,58238592.42372995,0.5151935049999999
2020,0.25920274750872835,82.3883224548953,195.43049371388673,,133539.57199465178,42445928.61660771,100684521.04033776,0.5151935049999999
2021,0.2584307768296501,89.76538833454197,285.19588204842836,,133141.8577147402,46246545.04375879,146931066.08409637,0.5151935049999999
2022,0.47220481104563167,122.19658032761679,407.39246237604493,,243276.85168046167,62954884.517998934,209885950.6020952,0.5151935049999999
2023,0.38424348116239887,172.41936406589906,579.8118264419443,,197959.7458334577,88829336.50298157,298715287.1050769,0.5151935049999999
