index,date,output
17865.0,2014-05-26 11:32:51,"```json
{
  ""categories"": [ 
    ""pessimistic_speculation"",
    ""bitcoin_challenges"",
    ""scams"""
17866.0,2014-05-26 12:28:13,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
17867.0,2014-05-26 15:04:43,"```json
{
  ""categories"": [ 
    ""financial_products"",
    ""scams"""
17868.0,2014-05-26 16:09:29,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
17869.0,2014-05-26 16:14:25,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""scams"""
17870.0,2014-05-26 17:17:44,"```json
{
  ""categories"": [ 
    ""scams"""
17871.0,2014-05-26 17:54:28,"```json
{
  ""categories"": [ 
    ""other"""
17872.0,2014-05-26 18:08:01,"```json
{
  ""categories"": [ 
    ""scams"""
17873.0,2014-05-26 18:45:20,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
17874.0,2014-05-26 19:47:44,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""scams"""
17875.0,2014-05-26 20:04:50,"```json
{
  ""categories"": [ 
    ""other"""
17876.0,2014-05-26 21:16:38,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""educational_resources"""
17877.0,2014-05-26 22:59:48,"```json
{
  ""categories"": [ 
    ""other"""
17878.0,2014-05-26 23:00:16,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""scams"""
17880.0,2014-05-26 23:54:05,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""other"""
17881.0,2014-05-27 02:43:24,"```json
{
  ""categories"": [ 
    ""other"""
17882.0,2014-05-27 04:13:53,"```json
{
  ""categories"": [ 
    ""other"""
17883.0,2014-05-27 06:05:33,"```json
{
  ""categories"": [ 
    ""other"""
17884.0,2014-05-27 08:56:02,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""bitcoin_challenges"",
    ""educational_resources"""
17885.0,2014-05-27 09:14:20,"```json
{
  ""categories"": [ 
    ""other"""
17886.0,2014-05-27 09:23:06,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""bitcoin_technology"",
    ""bitcoin_mining"""
17887.0,2014-05-27 10:29:08,"```json
{
  ""categories"": [ 
    ""educational_resources"""
17888.0,2014-05-27 10:59:41,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""educational_resources"""
17889.0,2014-05-27 13:31:33,"```json
{
  ""categories"": [ 
    ""educational_resources"""
17890.0,2014-05-27 13:37:36,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""bitcoin_challenges"""
