index,date,output
8075.0,2012-08-07 18:35:37,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"""
8076.0,2012-08-07 19:59:21,"```json
{
  ""categories"": [ 
    ""other"""
8077.0,2012-08-07 22:14:09,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"",
    ""other"""
8078.0,2012-08-07 22:43:18,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""educational_resources"",
    ""other"""
8079.0,2012-08-07 23:08:33,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"""
8080.0,2012-08-08 02:11:41,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
8081.0,2012-08-08 04:32:25,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""pessimistic_speculation"""
8082.0,2012-08-08 08:25:51,"```json
{
  ""categories"": [ 
    ""scams"",
    ""other"""
8083.0,2012-08-08 09:22:58,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_mining"",
    ""educational_resources"""
8084.0,2012-08-08 12:21:44,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"",
    ""other"""
8085.0,2012-08-08 14:09:12,"```json
{
  ""categories"": [ 
    ""financial_products"",
    ""educational_resources"",
    ""other"""
8086.0,2012-08-08 15:03:57,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"""
8087.0,2012-08-09 01:49:39,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""educational_resources"""
8088.0,2012-08-09 05:05:11,"```json
{
  ""categories"": [ 
    ""other"""
8089.0,2012-08-09 05:26:17,"```json
{
  ""categories"": [ 
    ""educational_resources"""
8090.0,2012-08-09 12:02:38,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""scams"""
8091.0,2012-08-09 13:35:59,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""educational_resources"""
8092.0,2012-08-10 00:29:26,"```json
{
  ""categories"": [ 
    ""other"""
8093.0,2012-08-10 15:50:58,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_mining"""
8094.0,2012-08-11 00:30:15,"```json
{
  ""categories"": [ 
    ""scams"""
8095.0,2012-08-11 01:06:16,"```json
{
  ""categories"": [ 
    ""other"""
8096.0,2012-08-11 13:01:23,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""scams"""
8097.0,2012-08-11 15:39:11,"```json
{
  ""categories"": [ 
    ""other"""
8098.0,2012-08-11 15:51:57,"```json
{
  ""categories"": [ 
    ""educational_resources"",
    ""other"""
8099.0,2012-08-11 16:12:05,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"""
8100.0,2012-08-11 17:40:18,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_mining"""
8101.0,2012-08-11 17:47:16,"```json
{
  ""categories"": [ 
    ""other"""
8102.0,2012-08-11 18:52:09,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""educational_resources"",
    ""other"""
8103.0,2012-08-11 20:26:47,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""educational_resources"""
8104.0,2012-08-12 04:17:16,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""scams"""
8105.0,2012-08-12 19:36:28,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
8106.0,2012-08-13 01:13:40,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""educational_resources"",
    ""other"""
8107.0,2012-08-13 08:16:02,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_mining"""
8108.0,2012-08-13 12:15:58,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
8109.0,2012-08-13 13:22:09,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""other"""
8110.0,2012-08-13 19:53:30,"```json
{
  ""categories"": [ 
    ""other"""
8111.0,2012-08-13 20:16:04,"```json
{
  ""categories"": [ 
    ""educational_resources"""
8112.0,2012-08-13 22:36:33,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_mining"""
8113.0,2012-08-14 01:09:37,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"""
8114.0,2012-08-14 02:26:05,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"",
    ""other"""
8115.0,2012-08-14 03:32:44,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
8116.0,2012-08-14 15:38:23,"```json
{
  ""categories"": [ 
    ""financial_products"""
8117.0,2012-08-14 18:01:23,"```json
{
  ""categories"": [ 
    ""educational_resources"""
8118.0,2012-08-15 02:41:53,"```json
{
  ""categories"": [ 
    ""other"""
8119.0,2012-08-15 06:00:52,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""educational_resources"""
8120.0,2012-08-15 17:45:24,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""bitcoin_technology"",
    ""other"""
8121.0,2012-08-15 22:38:53,"```json
{
  ""categories"": [ 
    ""educational_resources"",
    ""other"""
8122.0,2012-08-16 04:19:05,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"""
8123.0,2012-08-16 15:10:20,"```json
{
  ""categories"": [ 
    ""other"""
8124.0,2012-08-16 15:30:36,"```json
{
  ""categories"": [ 
    ""other"""
8125.0,2012-08-16 19:10:51,"```json
{
  ""categories"": [ 
    ""scams"""
8126.0,2012-08-16 19:38:35,"```json
{
  ""categories"": [ 
    ""scams"""
8127.0,2012-08-16 21:47:43,"```json
{
  ""categories"": [ 
    ""other"""
8128.0,2012-08-16 22:50:02,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""educational_resources"""
8129.0,2012-08-17 02:29:56,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"""
8130.0,2012-08-17 02:58:57,"```json
{
  ""categories"": [ 
    ""other"""
8131.0,2012-08-17 04:37:13,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""bitcoin_mining"""
8132.0,2012-08-17 05:33:14,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""scams"""
8133.0,2012-08-17 08:23:43,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"",
    ""educational_resources"""
8134.0,2012-08-17 13:16:08,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""educational_resources"",
    ""other"""
8135.0,2012-08-17 13:18:20,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"",
    ""other"""
8136.0,2012-08-17 20:32:25,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""educational_resources"""
8137.0,2012-08-18 03:13:00,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""educational_resources"""
8138.0,2012-08-18 04:08:03,"```json
{
  ""categories"": [ 
    ""other"""
8139.0,2012-08-18 05:02:49,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""educational_resources"",
    ""other"""
8140.0,2012-08-18 11:43:28,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""scams"""
8141.0,2012-08-18 14:36:27,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
8142.0,2012-08-18 14:41:52,"```json
{
  ""categories"": [ 
    ""scams"""
8143.0,2012-08-19 06:06:09,"```json
{
  ""categories"": [ 
    ""scams"""
8144.0,2012-08-19 06:44:05,"```json
{
  ""categories"": [ 
    ""financial_products"",
    ""bitcoin_challenges"",
    ""educational_resources"""
8145.0,2012-08-19 09:28:28,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""educational_resources"""
8146.0,2012-08-19 14:33:12,"```json
{
  ""categories"": [ 
    ""educational_resources"""
8147.0,2012-08-19 16:51:49,"```json
{
  ""categories"": [ 
    ""educational_resources"""
8148.0,2012-08-19 17:00:35,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""educational_resources"",
    ""other"""
8149.0,2012-08-19 19:53:53,"```json
{
  ""categories"": [ 
    ""other"""
8150.0,2012-08-19 20:36:30,"```json
{
  ""categories"": [ 
    ""other"""
8151.0,2012-08-19 23:20:51,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"""
8152.0,2012-08-20 02:18:11,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""other"""
8153.0,2012-08-20 03:55:38,"```json
{
  ""categories"": [ 
    ""pessimistic_speculation"",
    ""financial_products"",
    ""scams"""
8154.0,2012-08-20 04:20:12,"```json
{
  ""categories"": [ 
    ""other"""
8155.0,2012-08-20 09:30:17,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
8156.0,2012-08-20 10:42:18,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"",
    ""other"""
8157.0,2012-08-20 18:39:24,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""educational_resources"",
    ""other"""
8158.0,2012-08-21 07:22:24,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""scams"""
8159.0,2012-08-21 18:02:17,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"",
    ""other"""
8160.0,2012-08-21 21:41:46,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""scams"""
8161.0,2012-08-21 23:39:30,"```json
{
  ""categories"": [ 
    ""scams"""
8162.0,2012-08-22 02:29:49,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"""
8163.0,2012-08-22 04:08:12,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_mining"",
    ""educational_resources"""
8164.0,2012-08-22 13:53:01,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"",
    ""other"""
8165.0,2012-08-22 19:26:58,"```json
{
  ""categories"": [ 
    ""other"""
8166.0,2012-08-22 23:02:12,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"""
8167.0,2012-08-23 00:48:56,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""financial_products"""
8168.0,2012-08-23 02:58:42,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""educational_resources"",
    ""other"""
8169.0,2012-08-23 10:45:07,"```json
{
  ""categories"": [ 
    ""optimistic_speculation"",
    ""bitcoin_mining"",
    ""other"""
8170.0,2012-08-23 19:52:00,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"""
8171.0,2012-08-23 22:00:25,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"",
    ""educational_resources"""
8172.0,2012-08-23 22:49:29,"```json
{
  ""categories"": [ 
    ""other"""
8173.0,2012-08-24 00:34:56,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"""
8174.0,2012-08-24 12:07:47,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""scams"""
8175.0,2012-08-24 12:28:31,"```json
{
  ""categories"": [ 
    ""other"""
8176.0,2012-08-24 15:43:50,"```json
{
  ""categories"": [ 
    ""financial_products"",
    ""bitcoin_adoption"""
8177.0,2012-08-24 16:38:42,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""other"""
8178.0,2012-08-24 18:36:42,"```json
{
  ""categories"": [ 
    ""other"""
8179.0,2012-08-24 21:07:06,"```json
{
  ""categories"": [ 
    ""other"""
8180.0,2012-08-25 01:33:28,"```json
{
  ""categories"": [ 
    ""other"""
8181.0,2012-08-25 23:49:29,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"",
    ""other"""
8182.0,2012-08-26 12:06:08,"```json
{
  ""categories"": [ 
    ""other"""
8183.0,2012-08-26 13:34:58,"```json
{
  ""categories"": [ 
    ""financial_products"",
    ""bitcoin_adoption"",
    ""other"""
