index,date,output
12752.0,2013-11-18 23:25:19,"```json
{
  ""categories"": [ 
    ""other"""
12753.0,2013-11-18 23:40:39,"```json
{
  ""categories"": [ 
    ""other"""
12754.0,2013-11-19 00:15:15,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"""
12755.0,2013-11-19 00:17:53,"```json
{
  ""categories"": [ 
    ""educational_resources"",
    ""bitcoin_adoption"",
    ""other"""
12756.0,2013-11-19 01:07:46,"```json
{
  ""categories"": [ 
    ""other"""
12757.0,2013-11-19 01:47:03,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""optimistic_speculation"""
12758.0,2013-11-19 02:33:39,"```json
{
  ""categories"": [ 
    ""optimistic_speculation"""
12759.0,2013-11-19 02:43:59,"```json
{
  ""categories"": [ 
    ""educational_resources"""
12760.0,2013-11-19 04:01:11,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"",
    ""other"""
12761.0,2013-11-19 05:31:13,"```json
{
  ""categories"": [ 
    ""other"""
12762.0,2013-11-19 05:53:58,"```json
{
  ""categories"": [ 
    ""other"""
12763.0,2013-11-19 06:06:23,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""scams"""
12764.0,2013-11-19 06:08:49,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"",
    ""bitcoin_challenges"""
12765.0,2013-11-19 07:05:46,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_mining"",
    ""educational_resources"""
12766.0,2013-11-19 07:40:22,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"",
    ""educational_resources"""
12767.0,2013-11-19 08:25:33,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
12768.0,2013-11-19 11:22:41,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""educational_resources"",
    ""other"""
12769.0,2013-11-19 11:23:32,"```json
{
  ""categories"": [ 
    ""other"""
12770.0,2013-11-19 11:34:44,"```json
{
  ""categories"": [ 
    ""other"""
12771.0,2013-11-19 12:56:18,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""financial_products"""
12772.0,2013-11-19 13:33:59,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""altcoins"""
12773.0,2013-11-19 14:43:26,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""scams"""
12774.0,2013-11-19 15:16:57,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"""
12775.0,2013-11-19 15:48:56,"```json
{
  ""categories"": [ 
    ""other"""
12776.0,2013-11-19 15:52:06,"```json
{
  ""categories"": [ 
    ""other"""
12777.0,2013-11-19 16:12:10,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""other"""
12778.0,2013-11-19 17:35:50,"```json
{
  ""categories"": [ 
    ""other"""
12779.0,2013-11-19 17:40:27,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"""
12780.0,2013-11-19 18:33:44,"```json
{
  ""categories"": [ 
    ""other"""
12781.0,2013-11-19 19:29:23,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
12782.0,2013-11-19 20:03:00,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"""
12783.0,2013-11-19 20:29:28,"```json
{
  ""categories"": [ 
    ""other"""
12784.0,2013-11-19 21:11:29,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""educational_resources"""
