index,date,output
57494.0,2022-08-15 01:41:23,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""positive"""
57495.0,2022-08-15 05:23:39,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""negative"""
57496.0,2022-08-15 22:04:32,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""positive"""
57497.0,2022-08-15 23:03:16,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""positive"""
57498.0,2022-08-16 08:29:34,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""positive"""
57499.0,2022-08-16 18:16:49,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""negative"""
57500.0,2022-08-16 18:55:24,"```json
{
  ""category"": ""speculation"",
  ""sentiment"": ""neutral"""
57501.0,2022-08-17 02:32:22,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""positive"""
57502.0,2022-08-17 03:21:35,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""neutral"""
57503.0,2022-08-17 04:40:32,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""neutral"""
57504.0,2022-08-17 07:56:44,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""positive"""
57505.0,2022-08-17 10:25:36,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""positive"""
57506.0,2022-08-17 13:46:21,"```json
{
  ""category"": ""none"",
  ""sentiment"": ""neutral"""
57507.0,2022-08-17 15:26:46,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""neutral"""
57508.0,2022-08-17 15:55:23,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""positive"""
57509.0,2022-08-17 17:44:06,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""negative"""
57510.0,2022-08-17 23:30:24,"```json
{
  ""category"": ""none"",
  ""sentiment"": ""neutral"""
57511.0,2022-08-18 00:40:43,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""negative"""
57512.0,2022-08-18 10:18:46,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""neutral"""
57513.0,2022-08-18 23:45:34,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""negative"""
57514.0,2022-08-19 03:26:10,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""positive"""
57515.0,2022-08-19 07:47:58,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""positive"""
57516.0,2022-08-19 08:06:18,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""positive"""
57517.0,2022-08-19 11:21:16,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""positive"""
57518.0,2022-08-19 18:18:06,"```json
{
  ""category"": ""none"",
  ""sentiment"": ""neutral"""
