index,date,output
35636.0,2017-10-25 18:02:54,"```json
{
  ""category"": ""none"",
  ""sentiment"": ""neutral"""
35637.0,2017-10-25 18:14:07,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""neutral"""
35638.0,2017-10-25 18:35:06,"```json
{
  ""category"": ""speculation"",
  ""sentiment"": ""positive"""
35639.0,2017-10-25 19:54:47,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""positive"""
35640.0,2017-10-25 20:08:40,"```json
{
  ""category"": ""none"",
  ""sentiment"": ""neutral"""
35641.0,2017-10-25 20:24:22,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""neutral"""
35642.0,2017-10-25 20:33:01,"```json
{
  ""category"": ""speculation"",
  ""sentiment"": ""negative"""
35643.0,2017-10-25 21:05:59,"```json
{
  ""category"": ""speculation"",
  ""sentiment"": ""neutral"""
35644.0,2017-10-25 21:18:41,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""neutral"""
35645.0,2017-10-25 21:50:52,"```json
{
  ""category"": ""none"",
  ""sentiment"": ""positive"""
35646.0,2017-10-25 22:05:18,"```json
{
  ""category"": ""altcoins"",
  ""sentiment"": ""neutral"""
35647.0,2017-10-25 23:11:33,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""neutral"""
35648.0,2017-10-25 23:59:08,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""neutral"""
35649.0,2017-10-26 00:10:25,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""neutral"""
35650.0,2017-10-26 00:26:32,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""neutral"""
35652.0,2017-10-26 01:26:35,"```json
{
  ""category"": ""speculation"",
  ""sentiment"": ""neutral"""
35653.0,2017-10-26 01:47:39,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""neutral"""
35654.0,2017-10-26 02:14:45,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""positive"""
35655.0,2017-10-26 02:18:50,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""neutral"""
35656.0,2017-10-26 03:05:44,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""neutral"""
35657.0,2017-10-26 03:21:10,"```json
{
  ""category"": ""speculation"",
  ""sentiment"": ""neutral"""
35658.0,2017-10-26 03:37:02,"```json
{
  ""category"": ""altcoins"",
  ""sentiment"": ""negative"""
35659.0,2017-10-26 03:42:15,"```json
{
  ""category"": ""none"",
  ""sentiment"": ""neutral"""
35660.0,2017-10-26 05:56:31,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""neutral"""
35661.0,2017-10-26 06:41:49,"```json
{
  ""category"": ""none"",
  ""sentiment"": ""neutral"""
35662.0,2017-10-26 06:54:59,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""neutral"""
35663.0,2017-10-26 07:57:46,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""neutral"""
35664.0,2017-10-26 08:01:11,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""neutral"""
35665.0,2017-10-26 08:30:53,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""neutral"""
35666.0,2017-10-26 08:47:37,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""neutral"""
35667.0,2017-10-26 09:00:49,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""neutral"""
35668.0,2017-10-26 09:26:02,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""neutral"""
35669.0,2017-10-26 09:34:06,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""neutral"""
35670.0,2017-10-26 09:37:15,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""neutral"""
