index,date,output
19493.0,2014-08-26 20:03:31,"```json
{
  ""category"": ""speculation"",
  ""sentiment"": ""neutral"""
19494.0,2014-08-26 20:03:56,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""negative"""
19495.0,2014-08-26 20:46:14,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""neutral"""
19496.0,2014-08-26 22:37:16,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""neutral"""
19497.0,2014-08-26 23:51:55,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""neutral"""
19498.0,2014-08-27 00:19:49,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""neutral"""
19499.0,2014-08-27 01:46:21,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""negative"""
19500.0,2014-08-27 02:02:23,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""positive"""
19501.0,2014-08-27 07:43:53,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""positive"""
19502.0,2014-08-27 07:59:33,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""positive"""
19503.0,2014-08-27 12:08:38,"```json
{
  ""category"": ""speculation"",
  ""sentiment"": ""neutral"""
19504.0,2014-08-27 12:55:39,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""neutral"""
19505.0,2014-08-27 13:55:46,"```json
{
  ""category"": ""none"",
  ""sentiment"": ""neutral"""
19506.0,2014-08-27 15:15:40,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""neutral"""
19507.0,2014-08-27 16:31:22,"```json
{
  ""category"": ""none"",
  ""sentiment"": ""neutral"""
19508.0,2014-08-27 17:14:04,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""negative"""
19509.0,2014-08-28 00:32:50,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""positive"""
19510.0,2014-08-28 01:32:10,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""neutral"""
19511.0,2014-08-28 02:05:35,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""neutral"""
19512.0,2014-08-28 02:08:08,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""positive"""
19513.0,2014-08-28 04:05:18,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""positive"""
19514.0,2014-08-28 05:29:36,"```json
{
  ""category"": ""adoption"",
  ""sentiment"": ""negative"""
