date,max_efficiency
2011-01-01,2009999.9999999998
2011-01-02,2009999.9999999998
2011-01-03,2009999.9999999998
2011-01-04,2009999.9999999998
2011-01-05,2009999.9999999998
2011-01-06,2009999.9999999998
2011-01-07,2009999.9999999998
2011-01-08,2009999.9999999998
2011-01-09,2009999.9999999998
2011-01-10,2009999.9999999998
2011-01-11,2009999.9999999998
2011-01-12,2009999.9999999998
2011-01-13,2009999.9999999998
2011-01-14,2009999.9999999998
2011-01-15,2009999.9999999998
2011-01-16,2009999.9999999998
2011-01-17,2009999.9999999998
2011-01-18,2009999.9999999998
2011-01-19,2009999.9999999998
2011-01-20,2009999.9999999998
2011-01-21,2009999.9999999998
2011-01-22,2009999.9999999998
2011-01-23,2009999.9999999998
2011-01-24,2009999.9999999998
2011-01-25,2009999.9999999998
2011-01-26,2009999.9999999998
2011-01-27,2009999.9999999998
2011-01-28,2009999.9999999998
2011-01-29,2009999.9999999998
2011-01-30,2009999.9999999998
2011-01-31,2009999.9999999998
2011-02-01,2009999.9999999998
2011-02-02,2009999.9999999998
2011-02-03,2009999.9999999998
2011-02-04,2009999.9999999998
2011-02-05,2009999.9999999998
2011-02-06,2009999.9999999998
2011-02-07,2009999.9999999998
2011-02-08,2009999.9999999998
2011-02-09,2009999.9999999998
2011-02-10,2009999.9999999998
2011-02-11,2009999.9999999998
2011-02-12,2009999.9999999998
2011-02-13,2009999.9999999998
2011-02-14,2009999.9999999998
2011-02-15,2009999.9999999998
2011-02-16,2009999.9999999998
2011-02-17,2009999.9999999998
2011-02-18,2009999.9999999998
2011-02-19,2009999.9999999998
2011-02-20,2009999.9999999998
2011-02-21,2009999.9999999998
2011-02-22,2009999.9999999998
2011-02-23,2009999.9999999998
2011-02-24,2009999.9999999998
2011-02-25,2009999.9999999998
2011-02-26,2009999.9999999998
2011-02-27,2009999.9999999998
2011-02-28,2009999.9999999998
2011-03-01,2009999.9999999998
2011-03-02,2009999.9999999998
2011-03-03,2009999.9999999998
2011-03-04,2009999.9999999998
2011-03-05,2009999.9999999998
2011-03-06,2009999.9999999998
2011-03-07,2009999.9999999998
2011-03-08,2009999.9999999998
2011-03-09,2009999.9999999998
2011-03-10,2009999.9999999998
2011-03-11,2009999.9999999998
2011-03-12,2009999.9999999998
2011-03-13,2009999.9999999998
2011-03-14,2009999.9999999998
2011-03-15,2009999.9999999998
2011-03-16,2009999.9999999998
2011-03-17,2009999.9999999998
2011-03-18,2009999.9999999998
2011-03-19,2009999.9999999998
2011-03-20,2009999.9999999998
2011-03-21,2009999.9999999998
2011-03-22,2009999.9999999998
2011-03-23,2009999.9999999998
2011-03-24,2009999.9999999998
2011-03-25,2009999.9999999998
2011-03-26,2009999.9999999998
2011-03-27,2009999.9999999998
2011-03-28,2009999.9999999998
2011-03-29,2009999.9999999998
