index,date,output
9286.0,2013-03-06 13:43:39,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""other"""
9287.0,2013-03-06 15:24:21,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""bitcoin_mining"""
9288.0,2013-03-06 15:39:59,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
9289.0,2013-03-06 15:43:35,"```json
{
  ""categories"": [ 
    ""financial_products"",
    ""bitcoin_challenges"",
    ""educational_resources"""
9290.0,2013-03-06 16:08:20,"```json
{
  ""categories"": [ 
    ""other"""
9291.0,2013-03-06 16:13:36,"```json
{
  ""categories"": [ 
    ""educational_resources"",
    ""other"""
9292.0,2013-03-06 16:52:26,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""educational_resources"""
9293.0,2013-03-06 19:02:55,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""pessimistic_speculation"""
9294.0,2013-03-06 19:04:02,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""scams"""
9295.0,2013-03-06 20:35:46,"```json
{
  ""categories"": [ 
    ""scams"""
9296.0,2013-03-06 20:45:11,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
9297.0,2013-03-06 21:29:12,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"",
    ""other"""
9298.0,2013-03-06 22:54:26,"```json
{
  ""categories"": [ 
    ""other"""
9299.0,2013-03-06 23:33:43,"```json
{
  ""categories"": [ 
    ""other"""
9300.0,2013-03-07 09:36:44,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""financial_products"""
9301.0,2013-03-07 12:37:57,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""educational_resources"""
9302.0,2013-03-07 13:15:41,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"",
    ""educational_resources"",
    ""other"""
9303.0,2013-03-07 14:07:01,"```json
{
  ""categories"": [ 
    ""scams"""
9304.0,2013-03-07 19:22:51,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"""
9305.0,2013-03-07 19:23:42,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""altcoins"",
    ""bitcoin_challenges"""
9306.0,2013-03-07 19:29:20,"```json
{
  ""categories"": [ 
    ""educational_resources"""
9307.0,2013-03-07 20:22:54,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
9308.0,2013-03-07 22:47:10,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_mining"""
9309.0,2013-03-08 05:47:24,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"""
9310.0,2013-03-08 06:00:42,"```json
{
  ""categories"": [ 
    ""other"""
9311.0,2013-03-08 09:12:55,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"""
9312.0,2013-03-08 11:35:29,"```json
{
  ""categories"": [ 
    ""other"""
9313.0,2013-03-08 13:10:00,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
9314.0,2013-03-08 14:59:20,"```json
{
  ""categories"": [ 
    ""other"""
9315.0,2013-03-08 16:11:51,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""altcoins"",
    ""other"""
9316.0,2013-03-08 17:15:10,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"",
    ""educational_resources"""
9317.0,2013-03-08 19:47:17,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""educational_resources"""
9318.0,2013-03-08 21:11:55,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""scams"""
9319.0,2013-03-08 22:36:23,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"",
    ""other"""
9320.0,2013-03-08 22:53:15,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"""
9321.0,2013-03-08 22:57:52,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""bitcoin_mining"""
9322.0,2013-03-08 23:02:47,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"""
9323.0,2013-03-09 00:11:28,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""educational_resources"",
    ""other"""
9324.0,2013-03-09 01:09:51,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"""
9325.0,2013-03-09 02:34:13,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""financial_products"""
