index,date,output
8681.0,2012-11-20 20:28:31,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""educational_resources"",
    ""other"""
8682.0,2012-11-20 22:48:22,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
8683.0,2012-11-21 09:22:49,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""educational_resources"""
8684.0,2012-11-21 17:36:11,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""educational_resources"""
8685.0,2012-11-21 17:54:05,"```json
{
  ""categories"": [ 
    ""other"""
8686.0,2012-11-21 19:46:36,"```json
{
  ""categories"": [ 
    ""altcoins"",
    ""bitcoin_challenges"",
    ""other"""
8687.0,2012-11-21 22:00:39,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""educational_resources"""
8688.0,2012-11-21 23:04:12,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
8689.0,2012-11-21 23:23:35,"```json
{
  ""categories"": [ 
    ""other"""
8690.0,2012-11-22 05:23:43,"```json
{
  ""categories"": [ 
    ""other"""
8691.0,2012-11-22 08:46:46,"```json
{
  ""categories"": [ 
    ""other"""
8692.0,2012-11-22 22:24:55,"```json
{
  ""categories"": [ 
    ""other"""
8693.0,2012-11-23 04:25:00,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
8694.0,2012-11-23 06:01:38,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""other"""
8695.0,2012-11-23 19:51:18,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""other"""
8696.0,2012-11-23 22:25:49,"```json
{
  ""categories"": [ 
    ""other"""
8697.0,2012-11-23 23:11:41,"```json
{
  ""categories"": [ 
    ""other"""
8698.0,2012-11-24 02:13:35,"```json
{
  ""categories"": [ 
    ""educational_resources"",
    ""other"""
8699.0,2012-11-24 06:25:36,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"",
    ""other"""
8700.0,2012-11-24 09:34:17,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""educational_resources"""
8701.0,2012-11-24 16:08:13,"```json
{
  ""categories"": [ 
    ""other"""
8702.0,2012-11-25 12:01:28,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"",
    ""other"""
8703.0,2012-11-25 13:14:19,"```json
{
  ""categories"": [ 
    ""other"""
8704.0,2012-11-25 13:28:32,"```json
{
  ""categories"": [ 
    ""other"""
8705.0,2012-11-26 00:10:47,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"",
    ""other"""
8706.0,2012-11-26 09:04:07,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"",
    ""educational_resources"""
8707.0,2012-11-26 10:19:13,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""educational_resources"",
    ""other"""
8708.0,2012-11-26 19:00:30,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
8709.0,2012-11-26 22:36:00,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""scams"""
8710.0,2012-11-27 07:13:30,"```json
{
  ""categories"": [ 
    ""other"""
8711.0,2012-11-27 12:29:44,"```json
{
  ""categories"": [ 
    ""educational_resources"",
    ""other"""
8712.0,2012-11-27 17:44:24,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"",
    ""educational_resources"",
    ""other"""
8713.0,2012-11-27 18:24:59,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"",
    ""other"""
