index,date,output
40673.0,2018-01-19 06:30:51,"```json
{
  ""categories"": [ 
    ""optimistic_speculation"",
    ""educational_resources"""
40674.0,2018-01-19 06:33:41,"```json
{
  ""categories"": [ 
    ""other"""
40675.0,2018-01-19 06:41:39,"```json
{
  ""categories"": [ 
    ""other"""
40676.0,2018-01-19 07:04:00,"```json
{
  ""categories"": [ 
    ""other"""
40677.0,2018-01-19 07:13:45,"```json
{
  ""categories"": [ 
    ""financial_products"""
40678.0,2018-01-19 07:18:32,"```json
{
  ""categories"": [ 
    ""educational_resources"""
40679.0,2018-01-19 07:35:18,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
40680.0,2018-01-19 07:40:38,"```json
{
  ""categories"": [ 
    ""financial_products"""
40681.0,2018-01-19 08:11:28,"```json
{
  ""categories"": [ 
    ""educational_resources"""
40682.0,2018-01-19 08:14:43,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""optimistic_speculation"""
40683.0,2018-01-19 08:36:04,"```json
{
  ""categories"": [ 
    ""financial_products"",
    ""bitcoin_challenges"",
    ""educational_resources"""
40684.0,2018-01-19 08:57:45,"```json
{
  ""categories"": [ 
    ""optimistic_speculation"""
40685.0,2018-01-19 09:15:51,"```json
{
  ""categories"": [ 
    ""optimistic_speculation"""
40686.0,2018-01-19 09:24:09,"```json
{
  ""categories"": [ 
    ""optimistic_speculation"",
    ""bitcoin_challenges"""
40687.0,2018-01-19 09:40:29,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""other"""
40688.0,2018-01-19 10:10:19,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
40689.0,2018-01-19 11:15:54,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""educational_resources"",
    ""other"""
40690.0,2018-01-19 12:22:58,"```json
{
  ""categories"": [ 
    ""optimistic_speculation"""
40691.0,2018-01-19 12:28:29,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"""
40692.0,2018-01-19 12:45:43,"```json
{
  ""categories"": [ 
    ""educational_resources"""
40693.0,2018-01-19 13:29:01,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"",
    ""other"""
40694.0,2018-01-19 13:34:54,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"""
40695.0,2018-01-19 13:40:35,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"",
    ""other"""
40696.0,2018-01-19 13:47:59,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""optimistic_speculation"""
40697.0,2018-01-19 13:50:48,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""other"""
40698.0,2018-01-19 14:03:24,"```json
{
  ""categories"": [ 
    ""scams"""
40699.0,2018-01-19 14:08:34,"```json
{
  ""categories"": [ 
    ""altcoins"",
    ""educational_resources"",
    ""other"""
40700.0,2018-01-19 14:09:57,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""scams"""
40701.0,2018-01-19 14:31:33,"```json
{
  ""categories"": [ 
    ""other"""
40702.0,2018-01-19 15:09:58,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""other"""
40703.0,2018-01-19 17:05:42,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""bitcoin_mining"""
40704.0,2018-01-19 17:17:58,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"",
    ""bitcoin_challenges"",
    ""educational_resources"""
40705.0,2018-01-19 17:38:24,"```json
{
  ""categories"": [ 
    ""educational_resources"""
40706.0,2018-01-19 18:46:04,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
40707.0,2018-01-19 19:14:51,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
40708.0,2018-01-19 19:38:45,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""educational_resources"""
40709.0,2018-01-19 19:48:16,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
