index,date,output
27681.0,2016-05-16 23:32:36,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""altcoins"""
27682.0,2016-05-17 00:32:40,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""altcoins"""
27683.0,2016-05-17 09:21:04,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"",
    ""pessimistic_speculation"""
27684.0,2016-05-17 09:23:42,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"""
27685.0,2016-05-17 10:51:27,"```json
{
  ""categories"": [ 
    ""educational_resources"""
27686.0,2016-05-17 11:28:31,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"""
27687.0,2016-05-17 13:28:04,"```json
{
  ""categories"": [ 
    ""optimistic_speculation"""
27688.0,2016-05-17 13:51:52,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"",
    ""scams"""
27689.0,2016-05-17 14:54:48,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"",
    ""other"""
27690.0,2016-05-17 18:56:48,"```json
{
  ""categories"": [ 
    ""scams"""
27691.0,2016-05-18 06:49:42,"```json
{
  ""categories"": [ 
    ""educational_resources"""
27692.0,2016-05-18 17:16:09,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"",
    ""other"""
27693.0,2016-05-18 17:42:46,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"""
27694.0,2016-05-18 22:38:11,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"""
27695.0,2016-05-19 01:54:34,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_mining"",
    ""educational_resources"""
27696.0,2016-05-19 06:45:31,"```json
{
  ""categories"": [ 
    ""other"""
27697.0,2016-05-19 08:20:31,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"",
    ""educational_resources"""
27698.0,2016-05-19 08:58:30,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""financial_products"",
    ""other"""
27699.0,2016-05-19 09:45:22,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""other"""
27700.0,2016-05-19 13:45:34,"```json
{
  ""categories"": [ 
    ""other"""
27701.0,2016-05-19 17:25:42,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""other"""
27702.0,2016-05-19 17:34:34,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""other"""
27703.0,2016-05-19 20:42:23,"```json
{
  ""categories"": [ 
    ""scams"""
27704.0,2016-05-19 20:51:50,"```json
{
  ""categories"": [ 
    ""scams"",
    ""educational_resources"""
27705.0,2016-05-19 23:29:23,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_mining"""
27706.0,2016-05-20 05:51:00,"```json
{
  ""categories"": [ 
    ""educational_resources"",
    ""other"""
27707.0,2016-05-20 05:52:38,"```json
{
  ""categories"": [ 
    ""scams"""
27708.0,2016-05-20 06:37:09,"```json
{
  ""categories"": [ 
    ""other"""
27709.0,2016-05-20 07:49:02,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"",
    ""financial_products"""
27710.0,2016-05-20 11:12:43,"```json
{
  ""categories"": [ 
    ""other"""
27711.0,2016-05-20 12:29:36,"```json
{
  ""categories"": [ 
    ""educational_resources"",
    ""other"""
27712.0,2016-05-20 14:22:29,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""other"""
27713.0,2016-05-20 15:34:17,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""bitcoin_mining"""
27714.0,2016-05-20 19:22:03,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""bitcoin_mining"""
27715.0,2016-05-20 21:44:17,"```json
{
  ""categories"": [ 
    ""other"""
27716.0,2016-05-20 22:57:34,"```json
{
  ""categories"": [ 
    ""scams"""
27717.0,2016-05-21 00:57:41,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
27718.0,2016-05-21 01:32:04,"```json
{
  ""categories"": [ 
    ""educational_resources"""
27719.0,2016-05-21 03:14:36,"```json
{
  ""categories"": [ 
    ""other"""
27720.0,2016-05-21 03:18:11,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"",
    ""other"""
27721.0,2016-05-21 04:18:20,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
27722.0,2016-05-21 08:23:04,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
27723.0,2016-05-21 13:26:22,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"",
    ""educational_resources"",
    ""other"""
27725.0,2016-05-21 17:39:53,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_mining"""
27726.0,2016-05-21 20:25:14,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
27727.0,2016-05-22 10:38:30,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"",
    ""optimistic_speculation"""
27728.0,2016-05-22 11:02:01,"```json
{
  ""categories"": [ 
    ""other"""
27729.0,2016-05-22 12:00:09,"```json
{
  ""categories"": [ 
    ""educational_resources"",
    ""bitcoin_mining"",
    ""other"""
27730.0,2016-05-22 12:43:15,"```json
{
  ""categories"": [ 
    ""other"""
27731.0,2016-05-22 12:57:52,"```json
{
  ""categories"": [ 
    ""optimistic_speculation"""
27732.0,2016-05-22 14:01:08,"```json
{
  ""categories"": [ 
    ""financial_products"",
    ""optimistic_speculation"""
27733.0,2016-05-22 19:51:43,"```json
{
  ""categories"": [ 
    ""other"""
27734.0,2016-05-23 02:57:50,"```json
{
  ""categories"": [ 
    ""educational_resources"""
27735.0,2016-05-23 04:32:55,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""educational_resources"",
    ""other"""
27736.0,2016-05-23 08:22:16,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
27737.0,2016-05-23 10:12:30,"```json
{
  ""categories"": [ 
    ""scams"""
27738.0,2016-05-23 10:15:00,"```json
{
  ""categories"": [ 
    ""other"""
27739.0,2016-05-23 16:34:38,"```json
{
  ""categories"": [ 
    ""other"""
27740.0,2016-05-23 19:21:10,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
27741.0,2016-05-23 20:32:14,"```json
{
  ""categories"": [ 
    ""educational_resources"",
    ""other"""
27742.0,2016-05-23 20:53:17,"```json
{
  ""categories"": [ 
    ""other"""
27743.0,2016-05-23 21:01:34,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""educational_resources"",
    ""other"""
27744.0,2016-05-24 00:07:28,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"""
27745.0,2016-05-24 00:32:06,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""bitcoin_challenges"",
    ""other"""
27746.0,2016-05-24 04:42:59,"```json
{
  ""categories"": [ 
    ""other"""
27747.0,2016-05-24 06:00:21,"```json
{
  ""categories"": [ 
    ""financial_products"",
    ""scams"""
27748.0,2016-05-24 06:36:55,"```json
{
  ""categories"": [ 
    ""financial_products"",
    ""bitcoin_challenges"",
    ""scams"""
27749.0,2016-05-24 09:17:10,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"",
    ""other"""
27750.0,2016-05-24 10:18:08,"```json
{
  ""categories"": [ 
    ""pessimistic_speculation"",
    ""altcoins"""
27751.0,2016-05-24 11:35:46,"```json
{
  ""categories"": [ 
    ""financial_products"",
    ""bitcoin_challenges"""
27752.0,2016-05-24 13:03:32,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
27753.0,2016-05-24 13:38:22,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""other"""
27754.0,2016-05-24 14:29:27,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""educational_resources"""
27755.0,2016-05-24 14:31:27,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""altcoins"""
27756.0,2016-05-24 14:55:31,"```json
{
  ""categories"": [ 
    ""other"""
27757.0,2016-05-24 15:07:30,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
27758.0,2016-05-24 19:21:00,"```json
{
  ""categories"": [ 
    ""educational_resources"""
27759.0,2016-05-24 19:47:28,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""educational_resources"""
27760.0,2016-05-24 20:15:50,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""bitcoin_mining"""
27761.0,2016-05-24 21:56:20,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"""
27762.0,2016-05-24 23:47:07,"```json
{
  ""categories"": [ 
    ""educational_resources"""
27763.0,2016-05-25 03:51:05,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""educational_resources"""
27764.0,2016-05-25 04:03:30,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
27765.0,2016-05-25 04:06:44,"```json
{
  ""categories"": [ 
    ""scams"",
    ""bitcoin_challenges"",
    ""bitcoin_mining"""
27766.0,2016-05-25 05:37:34,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""altcoins"""
27767.0,2016-05-25 05:54:50,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""bitcoin_technology"",
    ""educational_resources"""
27768.0,2016-05-25 06:29:39,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""other"""
27769.0,2016-05-25 12:56:27,"```json
{
  ""categories"": [ 
    ""other"""
27770.0,2016-05-25 13:56:45,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"",
    ""educational_resources"",
    ""other"""
27771.0,2016-05-25 15:32:48,"```json
{
  ""categories"": [ 
    ""scams"""
27772.0,2016-05-25 15:35:55,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
27773.0,2016-05-25 15:37:45,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""educational_resources"""
27774.0,2016-05-25 15:59:16,"```json
{
  ""categories"": [ 
    ""other"""
27775.0,2016-05-25 20:00:52,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
27776.0,2016-05-25 20:29:54,"```json
{
  ""categories"": [ 
    ""other"""
27777.0,2016-05-25 22:08:04,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""altcoins"""
27778.0,2016-05-26 01:54:05,"```json
{
  ""categories"": [ 
    ""other"""
27779.0,2016-05-26 05:24:21,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""educational_resources"""
27780.0,2016-05-26 07:17:20,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"""
27781.0,2016-05-26 07:38:25,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
27782.0,2016-05-26 07:55:11,"```json
{
  ""categories"": [ 
    ""scams"""
27783.0,2016-05-26 08:30:31,"```json
{
  ""categories"": [ 
    ""other"""
27784.0,2016-05-26 09:10:36,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""optimistic_speculation"""
27785.0,2016-05-26 09:56:33,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_adoption"",
    ""educational_resources"""
27786.0,2016-05-26 12:20:07,"```json
{
  ""categories"": [ 
    ""financial_products"""
27787.0,2016-05-26 13:25:27,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""bitcoin_technology"",
    ""educational_resources"""
27788.0,2016-05-26 14:14:20,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""bitcoin_technology"",
    ""financial_products"""
27789.0,2016-05-26 14:41:19,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""bitcoin_challenges"",
    ""altcoins"""
27790.0,2016-05-26 14:58:25,"```json
{
  ""categories"": [ 
    ""financial_products"",
    ""scams"""
27791.0,2016-05-26 15:12:09,"```json
{
  ""categories"": [ 
    ""financial_products"",
    ""bitcoin_challenges"""
27792.0,2016-05-26 16:58:16,"```json
{
  ""categories"": [ 
    ""other"""
27793.0,2016-05-26 23:30:27,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"""
27794.0,2016-05-27 03:52:45,"```json
{
  ""categories"": [ 
    ""scams"",
    ""bitcoin_mining"""
27795.0,2016-05-27 05:47:34,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""educational_resources"",
    ""other"""
27796.0,2016-05-27 06:14:04,"```json
{
  ""categories"": [ 
    ""altcoins"",
    ""pessimistic_speculation"""
27797.0,2016-05-27 07:30:41,"```json
{
  ""categories"": [ 
    ""scams"""
27798.0,2016-05-27 07:47:07,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
27799.0,2016-05-27 07:59:35,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"",
    ""educational_resources"""
27800.0,2016-05-27 08:06:12,"```json
{
  ""categories"": [ 
    ""scams"""
27801.0,2016-05-27 08:33:05,"```json
{
  ""categories"": [ 
    ""other"""
27802.0,2016-05-27 09:17:16,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""educational_resources"""
27803.0,2016-05-27 13:10:54,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""bitcoin_technology"",
    ""optimistic_speculation"""
27804.0,2016-05-27 13:40:34,"```json
{
  ""categories"": [ 
    ""other"""
27805.0,2016-05-27 14:35:48,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""educational_resources"",
    ""other"""
27806.0,2016-05-27 14:45:58,"```json
{
  ""categories"": [ 
    ""scams"""
27807.0,2016-05-27 14:53:30,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
27808.0,2016-05-27 16:18:20,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
27809.0,2016-05-27 17:05:23,"```json
{
  ""categories"": [ 
    ""educational_resources"",
    ""other"""
27810.0,2016-05-27 17:55:39,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"""
27811.0,2016-05-27 18:22:08,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"",
    ""other"""
27812.0,2016-05-27 18:55:26,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""other"""
27813.0,2016-05-27 20:40:06,"```json
{
  ""categories"": [ 
    ""other"""
27814.0,2016-05-28 00:31:06,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
27815.0,2016-05-28 02:13:56,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"",
    ""other"""
27816.0,2016-05-28 05:19:19,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""educational_resources"""
27817.0,2016-05-28 06:59:02,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""scams"""
27818.0,2016-05-28 10:44:51,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
27819.0,2016-05-28 11:52:13,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
27820.0,2016-05-28 13:23:30,"```json
{
  ""categories"": [ 
    ""altcoins"",
    ""financial_products"",
    ""scams"""
27821.0,2016-05-28 16:20:01,"```json
{
  ""categories"": [ 
    ""other"""
27823.0,2016-05-28 17:42:53,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""bitcoin_technology"",
    ""bitcoin_mining"""
27824.0,2016-05-28 19:13:01,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"""
27825.0,2016-05-28 21:54:10,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""optimistic_speculation"""
27826.0,2016-05-29 01:04:10,"```json
{
  ""categories"": [ 
    ""other"""
27827.0,2016-05-29 05:12:10,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"",
    ""other"""
