index,date,output
18881.0,2014-07-21 03:40:06,"```json
{
  ""categories"": [ 
    ""other"""
18882.0,2014-07-21 03:41:41,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
18883.0,2014-07-21 06:41:53,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""educational_resources"",
    ""other"""
18884.0,2014-07-21 10:33:35,"```json
{
  ""categories"": [ 
    ""other"""
18885.0,2014-07-21 10:57:54,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""educational_resources"""
18886.0,2014-07-21 12:08:10,"```json
{
  ""categories"": [ 
    ""other"""
18887.0,2014-07-21 13:24:24,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"",
    ""educational_resources"""
18888.0,2014-07-21 14:41:44,"```json
{
  ""categories"": [ 
    ""other"""
18889.0,2014-07-21 17:12:06,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"",
    ""bitcoin_challenges"""
18890.0,2014-07-21 17:17:48,"```json
{
  ""categories"": [ 
    ""financial_products"",
    ""bitcoin_technology"",
    ""other"""
18891.0,2014-07-21 18:41:48,"```json
{
  ""categories"": [ 
    ""other"""
18892.0,2014-07-21 18:46:09,"```json
{
  ""categories"": [ 
    ""other"""
18893.0,2014-07-21 18:57:18,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"""
18894.0,2014-07-21 19:36:20,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""scams"""
18895.0,2014-07-21 20:38:14,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""bitcoin_challenges"""
18896.0,2014-07-21 21:13:57,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""educational_resources"""
18897.0,2014-07-21 22:52:03,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"",
    ""educational_resources"""
18898.0,2014-07-22 01:18:54,"```json
{
  ""categories"": [ 
    ""other"""
18899.0,2014-07-22 02:21:42,"```json
{
  ""categories"": [ 
    ""scams"""
18900.0,2014-07-22 04:26:05,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""other"""
18901.0,2014-07-22 04:30:46,"```json
{
  ""categories"": [ 
    ""educational_resources"""
18902.0,2014-07-22 04:37:10,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""bitcoin_mining"""
18903.0,2014-07-22 06:34:37,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""financial_products"""
18904.0,2014-07-22 06:37:30,"```json
{
  ""categories"": [ 
    ""other"""
18905.0,2014-07-22 07:43:44,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"""
18906.0,2014-07-22 08:51:16,"```json
{
  ""categories"": [ 
    ""educational_resources"",
    ""other"""
18907.0,2014-07-22 10:46:10,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"""
18908.0,2014-07-22 11:33:50,"```json
{
  ""categories"": [ 
    ""scams"""
18909.0,2014-07-22 11:51:12,"```json
{
  ""categories"": [ 
    ""other"""
18910.0,2014-07-22 12:43:53,"```json
{
  ""categories"": [ 
    ""other"""
