index,date,output
13979.0,2014-01-03 01:53:31,"```json
{
  ""categories"": [ 
    ""other"""
13980.0,2014-01-03 03:13:05,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
13981.0,2014-01-03 04:15:13,"```json
{
  ""categories"": [ 
    ""educational_resources"",
    ""other"""
13982.0,2014-01-03 04:47:27,"```json
{
  ""categories"": [ 
    ""other"""
13983.0,2014-01-03 05:22:03,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""optimistic_speculation"""
13984.0,2014-01-03 06:07:20,"```json
{
  ""categories"": [ 
    ""pessimistic_speculation"""
13985.0,2014-01-03 06:11:26,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
13986.0,2014-01-03 06:40:55,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""optimistic_speculation"""
13987.0,2014-01-03 08:56:42,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""educational_resources"""
13988.0,2014-01-03 09:06:41,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""bitcoin_technology"",
    ""optimistic_speculation"""
13989.0,2014-01-03 10:07:22,"```json
{
  ""categories"": [ 
    ""other"""
13990.0,2014-01-03 16:27:12,"```json
{
  ""categories"": [ 
    ""other"""
13991.0,2014-01-03 17:31:59,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"",
    ""other"""
13992.0,2014-01-03 21:35:44,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"""
13993.0,2014-01-03 23:03:57,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""other"""
13994.0,2014-01-04 04:15:03,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""educational_resources"""
13995.0,2014-01-04 06:32:16,"```json
{
  ""categories"": [ 
    ""other"""
13996.0,2014-01-04 06:32:43,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""educational_resources"""
13997.0,2014-01-04 06:34:57,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_mining"",
    ""educational_resources"""
13998.0,2014-01-04 10:33:24,"```json
{
  ""categories"": [ 
    ""other"""
13999.0,2014-01-04 10:35:50,"```json
{
  ""categories"": [ 
    ""scams"""
14000.0,2014-01-04 14:24:57,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"""
14001.0,2014-01-04 16:42:48,"```json
{
  ""categories"": [ 
    ""other"""
14002.0,2014-01-04 17:13:02,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""altcoins"""
14003.0,2014-01-04 17:42:12,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""other"""
14005.0,2014-01-04 18:03:59,"```json
{
  ""categories"": [ 
    ""optimistic_speculation"",
    ""bitcoin_adoption"",
    ""bitcoin_challenges"""
14006.0,2014-01-04 18:12:00,"```json
{
  ""categories"": [ 
    ""other"""
14007.0,2014-01-04 19:39:02,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""other"""
14008.0,2014-01-04 19:56:42,"```json
{
  ""categories"": [ 
    ""other"""
14009.0,2014-01-04 21:46:32,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
14010.0,2014-01-04 22:59:59,"```json
{
  ""categories"": [ 
    ""pessimistic_speculation"",
    ""scams"""
14011.0,2014-01-04 23:04:18,"```json
{
  ""categories"": [ 
    ""educational_resources"",
    ""other"""
14012.0,2014-01-04 23:49:10,"```json
{
  ""categories"": [ 
    ""educational_resources"",
    ""other"""
14014.0,2014-01-05 00:27:40,"```json
{
  ""categories"": [ 
    ""other"""
14015.0,2014-01-05 01:37:24,"```json
{
  ""categories"": [ 
    ""optimistic_speculation"",
    ""bitcoin_technology"",
    ""other"""
14016.0,2014-01-05 02:03:51,"```json
{
  ""categories"": [ 
    ""other"""
14017.0,2014-01-05 03:21:46,"```json
{
  ""categories"": [ 
    ""optimistic_speculation"""
14018.0,2014-01-05 03:23:07,"```json
{
  ""categories"": [ 
    ""other"""
14019.0,2014-01-05 06:07:12,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""bitcoin_mining"""
14020.0,2014-01-05 06:22:51,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""bitcoin_technology"",
    ""other"""
14021.0,2014-01-05 08:26:18,"```json
{
  ""categories"": [ 
    ""other"""
14022.0,2014-01-05 09:14:44,"```json
{
  ""categories"": [ 
    ""financial_products"",
    ""scams"""
14023.0,2014-01-05 09:21:51,"```json
{
  ""categories"": [ 
    ""financial_products"",
    ""scams"""
14024.0,2014-01-05 09:32:07,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"""
14025.0,2014-01-05 10:07:01,"```json
{
  ""categories"": [ 
    ""other"""
14026.0,2014-01-05 10:11:27,"```json
{
  ""categories"": [ 
    ""scams"""
14027.0,2014-01-05 10:56:53,"```json
{
  ""categories"": [ 
    ""other"""
