index,date,output
37457.0,2017-11-29 06:14:39,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"""
37458.0,2017-11-29 06:37:36,"```json
{
  ""categories"": [ 
    ""other"""
37459.0,2017-11-29 06:54:28,"```json
{
  ""categories"": [ 
    ""educational_resources"""
37460.0,2017-11-29 07:22:42,"```json
{
  ""categories"": [ 
    ""financial_products"",
    ""pessimistic_speculation"""
37461.0,2017-11-29 07:40:43,"```json
{
  ""categories"": [ 
    ""other"""
37462.0,2017-11-29 07:44:19,"```json
{
  ""categories"": [ 
    ""optimistic_speculation"""
37463.0,2017-11-29 08:04:45,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
37464.0,2017-11-29 08:34:12,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""bitcoin_mining"""
37465.0,2017-11-29 08:45:19,"```json
{
  ""categories"": [ 
    ""optimistic_speculation"",
    ""bitcoin_adoption"",
    ""other"""
37466.0,2017-11-29 09:58:40,"```json
{
  ""categories"": [ 
    ""scams"""
37467.0,2017-11-29 10:51:38,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""scams"""
37468.0,2017-11-29 10:58:56,"```json
{
  ""categories"": [ 
    ""optimistic_speculation"",
    ""bitcoin_adoption"",
    ""other"""
37469.0,2017-11-29 11:25:11,"```json
{
  ""categories"": [ 
    ""pessimistic_speculation"",
    ""altcoins"""
37470.0,2017-11-29 12:19:40,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
37471.0,2017-11-29 12:22:24,"```json
{
  ""categories"": [ 
    ""optimistic_speculation"",
    ""financial_products"""
37472.0,2017-11-29 12:33:31,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""pessimistic_speculation"""
37473.0,2017-11-29 13:05:15,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""other"""
37474.0,2017-11-29 13:06:11,"```json
{
  ""categories"": [ 
    ""scams"""
37475.0,2017-11-29 13:15:49,"```json
{
  ""categories"": [ 
    ""educational_resources"",
    ""altcoins"",
    ""other"""
37476.0,2017-11-29 13:48:48,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""scams"""
37477.0,2017-11-29 13:54:13,"```json
{
  ""categories"": [ 
    ""financial_products"""
37478.0,2017-11-29 13:58:47,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""altcoins"""
37479.0,2017-11-29 14:06:48,"```json
{
  ""categories"": [ 
    ""optimistic_speculation"""
37480.0,2017-11-29 14:08:55,"```json
{
  ""categories"": [ 
    ""financial_products"",
    ""educational_resources"",
    ""scams"""
37481.0,2017-11-29 14:14:00,"```json
{
  ""categories"": [ 
    ""optimistic_speculation"",
    ""altcoins"""
37482.0,2017-11-29 14:47:38,"```json
{
  ""categories"": [ 
    ""altcoins"",
    ""optimistic_speculation"""
37483.0,2017-11-29 15:10:54,"```json
{
  ""categories"": [ 
    ""other"""
37484.0,2017-11-29 15:16:04,"```json
{
  ""categories"": [ 
    ""pessimistic_speculation"""
37485.0,2017-11-29 15:59:36,"```json
{
  ""categories"": [ 
    ""optimistic_speculation"",
    ""educational_resources"""
37486.0,2017-11-29 16:18:35,"```json
{
  ""categories"": [ 
    ""financial_products"",
    ""optimistic_speculation"""
37487.0,2017-11-29 16:29:17,"```json
{
  ""categories"": [ 
    ""financial_products"",
    ""other"""
37488.0,2017-11-29 17:28:24,"```json
{
  ""categories"": [ 
    ""optimistic_speculation"""
37489.0,2017-11-29 17:32:28,"```json
{
  ""categories"": [ 
    ""optimistic_speculation"",
    ""other"""
37490.0,2017-11-29 17:44:57,"```json
{
  ""categories"": [ 
    ""optimistic_speculation"""
37491.0,2017-11-29 17:49:39,"```json
{
  ""categories"": [ 
    ""optimistic_speculation"""
37492.0,2017-11-29 17:53:10,"```json
{
  ""categories"": [ 
    ""optimistic_speculation"",
    ""bitcoin_adoption"",
    ""educational_resources"""
37493.0,2017-11-29 18:03:41,"```json
{
  ""categories"": [ 
    ""financial_products"",
    ""pessimistic_speculation"",
    ""bitcoin_challenges"""
37494.0,2017-11-29 18:26:45,"```json
{
  ""categories"": [ 
    ""financial_products"",
    ""bitcoin_challenges"""
37495.0,2017-11-29 18:45:29,"```json
{
  ""categories"": [ 
    ""optimistic_speculation"",
    ""altcoins"""
37496.0,2017-11-29 19:01:43,"```json
{
  ""categories"": [ 
    ""other"""
37497.0,2017-11-29 19:03:31,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"",
    ""optimistic_speculation"",
    ""other"""
37498.0,2017-11-29 20:02:45,"```json
{
  ""categories"": [ 
    ""pessimistic_speculation"""
37499.0,2017-11-29 20:29:56,"```json
{
  ""categories"": [ 
    ""optimistic_speculation"""
37500.0,2017-11-29 21:15:10,"```json
{
  ""categories"": [ 
    ""educational_resources"""
37501.0,2017-11-29 21:32:24,"```json
{
  ""categories"": [ 
    ""optimistic_speculation"""
37502.0,2017-11-29 21:40:15,"```json
{
  ""categories"": [ 
    ""financial_products"",
    ""bitcoin_challenges"""
37503.0,2017-11-29 21:55:01,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""bitcoin_mining"""
37504.0,2017-11-29 22:44:12,"```json
{
  ""categories"": [ 
    ""other"""
37505.0,2017-11-29 22:46:35,"```json
{
  ""categories"": [ 
    ""other"""
37506.0,2017-11-29 23:17:49,"```json
{
  ""categories"": [ 
    ""optimistic_speculation"",
    ""altcoins"""
37507.0,2017-11-29 23:19:21,"```json
{
  ""categories"": [ 
    ""altcoins"",
    ""bitcoin_challenges"",
    ""other"""
37508.0,2017-11-29 23:54:14,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""other"""
37509.0,2017-11-30 01:10:05,"```json
{
  ""categories"": [ 
    ""educational_resources"",
    ""other"""
37510.0,2017-11-30 01:11:25,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"",
    ""other"""
37511.0,2017-11-30 02:31:33,"```json
{
  ""categories"": [ 
    ""optimistic_speculation"""
37512.0,2017-11-30 04:15:33,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"",
    ""other"""
37513.0,2017-11-30 04:17:57,"```json
{
  ""categories"": [ 
    ""educational_resources"""
37514.0,2017-11-30 05:09:33,"```json
{
  ""categories"": [ 
    ""other"""
37515.0,2017-11-30 05:48:57,"```json
{
  ""categories"": [ 
    ""optimistic_speculation"",
    ""bitcoin_technology"",
    ""altcoins"""
37516.0,2017-11-30 05:53:42,"```json
{
  ""categories"": [ 
    ""financial_products"""
37517.0,2017-11-30 06:00:09,"```json
{
  ""categories"": [ 
    ""optimistic_speculation"",
    ""altcoins"""
37518.0,2017-11-30 06:08:46,"```json
{
  ""categories"": [ 
    ""optimistic_speculation"",
    ""educational_resources"""
37519.0,2017-11-30 06:23:55,"```json
{
  ""categories"": [ 
    ""other"""
37520.0,2017-11-30 06:29:52,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""financial_products"",
    ""scams"""
37521.0,2017-11-30 06:45:34,"```json
{
  ""categories"": [ 
    ""scams"""
37522.0,2017-11-30 07:36:09,"```json
{
  ""categories"": [ 
    ""altcoins"",
    ""other"""
37523.0,2017-11-30 07:49:43,"```json
{
  ""categories"": [ 
    ""optimistic_speculation"""
