index,date,output
26848.0,2016-03-01 17:50:56,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""educational_resources"",
    ""other"""
26849.0,2016-03-01 18:07:30,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""bitcoin_mining"""
26850.0,2016-03-01 19:30:20,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"",
    ""other"""
26851.0,2016-03-01 20:40:01,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
26852.0,2016-03-01 23:05:39,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
26853.0,2016-03-01 23:33:30,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""educational_resources"""
26854.0,2016-03-02 07:26:27,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""educational_resources"""
26855.0,2016-03-02 10:07:11,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"",
    ""other"""
26857.0,2016-03-02 12:43:50,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"""
26858.0,2016-03-02 14:44:10,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
26859.0,2016-03-02 19:59:17,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
26860.0,2016-03-02 22:16:48,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""bitcoin_mining"""
26861.0,2016-03-02 23:17:41,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"",
    ""other"""
26862.0,2016-03-02 23:36:45,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"",
    ""other"""
26863.0,2016-03-02 23:40:45,"```json
{
  ""categories"": [ 
    ""other"""
26864.0,2016-03-03 02:14:43,"```json
{
  ""categories"": [ 
    ""financial_products"",
    ""educational_resources"""
26865.0,2016-03-03 02:33:28,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""bitcoin_mining"""
26867.0,2016-03-03 15:20:10,"```json
{
  ""categories"": [ 
    ""financial_products"",
    ""educational_resources"""
26868.0,2016-03-03 16:44:09,"```json
{
  ""categories"": [ 
    ""altcoins"",
    ""other"""
26869.0,2016-03-03 17:54:21,"```json
{
  ""categories"": [ 
    ""scams"""
26871.0,2016-03-03 22:01:32,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"",
    ""other"""
26872.0,2016-03-04 01:43:42,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"",
    ""educational_resources"""
26873.0,2016-03-04 02:41:22,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""educational_resources"""
26874.0,2016-03-04 03:44:42,"```json
{
  ""categories"": [ 
    ""other"""
26875.0,2016-03-04 05:44:20,"```json
{
  ""categories"": [ 
    ""other"""
26876.0,2016-03-04 06:35:11,"```json
{
  ""categories"": [ 
    ""other"""
26877.0,2016-03-04 08:09:13,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""other"""
26878.0,2016-03-04 09:11:34,"```json
{
  ""categories"": [ 
    ""educational_resources"""
26879.0,2016-03-04 09:33:25,"```json
{
  ""categories"": [ 
    ""financial_products"""
26880.0,2016-03-04 10:10:25,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"",
    ""other"""
26881.0,2016-03-04 12:07:40,"```json
{
  ""categories"": [ 
    ""scams"",
    ""educational_resources"""
26882.0,2016-03-04 12:18:35,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"",
    ""other"""
26883.0,2016-03-04 14:35:19,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"""
