index,date,output
47306.0,2018-08-18 18:13:05,"```json
{
  ""categories"": [ 
    ""optimistic_speculation"",
    ""altcoins"""
47307.0,2018-08-18 18:40:51,"```json
{
  ""categories"": [ 
    ""other"""
47308.0,2018-08-18 21:29:30,"```json
{
  ""categories"": [ 
    ""financial_products"",
    ""bitcoin_challenges"",
    ""educational_resources"""
47309.0,2018-08-18 21:30:21,"```json
{
  ""categories"": [ 
    ""scams"""
47310.0,2018-08-18 21:44:53,"```json
{
  ""categories"": [ 
    ""optimistic_speculation"",
    ""bitcoin_adoption"",
    ""financial_products"""
47311.0,2018-08-18 21:46:14,"```json
{
  ""categories"": [ 
    ""optimistic_speculation"",
    ""bitcoin_challenges"",
    ""educational_resources"""
47312.0,2018-08-18 22:37:23,"```json
{
  ""categories"": [ 
    ""pessimistic_speculation"""
47313.0,2018-08-18 22:38:03,"```json
{
  ""categories"": [ 
    ""altcoins"",
    ""educational_resources"""
47314.0,2018-08-18 23:12:29,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""optimistic_speculation"""
47315.0,2018-08-18 23:44:33,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
47316.0,2018-08-19 02:23:04,"```json
{
  ""categories"": [ 
    ""optimistic_speculation"",
    ""educational_resources"""
47317.0,2018-08-19 02:35:32,"```json
{
  ""categories"": [ 
    ""financial_products"",
    ""optimistic_speculation"""
47318.0,2018-08-19 08:00:38,"```json
{
  ""categories"": [ 
    ""altcoins"",
    ""bitcoin_challenges"",
    ""educational_resources"""
47319.0,2018-08-19 08:49:53,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""other"""
47320.0,2018-08-19 09:38:16,"```json
{
  ""categories"": [ 
    ""scams"""
47321.0,2018-08-19 10:16:49,"```json
{
  ""categories"": [ 
    ""financial_products"",
    ""altcoins"""
47322.0,2018-08-19 11:27:34,"```json
{
  ""categories"": [ 
    ""other"""
47323.0,2018-08-19 13:47:28,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"",
    ""educational_resources"""
47324.0,2018-08-19 14:17:43,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""bitcoin_technology"",
    ""other"""
47325.0,2018-08-19 15:18:58,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""educational_resources"""
47326.0,2018-08-19 16:34:48,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""optimistic_speculation"""
47327.0,2018-08-19 19:10:10,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
47328.0,2018-08-20 03:49:13,"```json
{
  ""categories"": [ 
    ""financial_products"",
    ""educational_resources"""
47329.0,2018-08-20 04:40:21,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""other"""
47330.0,2018-08-20 07:13:11,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""financial_products"""
47331.0,2018-08-20 08:46:55,"```json
{
  ""categories"": [ 
    ""optimistic_speculation"",
    ""bitcoin_technology"",
    ""educational_resources"""
47332.0,2018-08-20 09:46:08,"```json
{
  ""categories"": [ 
    ""scams"""
47333.0,2018-08-20 09:50:41,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""other"""
47334.0,2018-08-20 10:40:50,"```json
{
  ""categories"": [ 
    ""scams"",
    ""educational_resources"""
47335.0,2018-08-20 12:01:17,"```json
{
  ""categories"": [ 
    ""other"""
47336.0,2018-08-20 12:47:46,"```json
{
  ""categories"": [ 
    ""altcoins"",
    ""bitcoin_challenges"",
    ""educational_resources"""
47337.0,2018-08-20 13:06:33,"```json
{
  ""categories"": [ 
    ""scams"""
47338.0,2018-08-20 13:21:57,"```json
{
  ""categories"": [ 
    ""optimistic_speculation"",
    ""educational_resources"""
47339.0,2018-08-20 14:42:02,"```json
{
  ""categories"": [ 
    ""educational_resources"",
    ""other"""
47340.0,2018-08-20 14:51:19,"```json
{
  ""categories"": [ 
    ""other"""
47341.0,2018-08-20 15:34:56,"```json
{
  ""categories"": [ 
    ""educational_resources"""
47342.0,2018-08-20 17:43:33,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""educational_resources"",
    ""other"""
47343.0,2018-08-20 19:13:35,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"""
47344.0,2018-08-21 00:00:55,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_mining"""
47345.0,2018-08-21 01:22:24,"```json
{
  ""categories"": [ 
    ""other"""
47346.0,2018-08-21 04:28:23,"```json
{
  ""categories"": [ 
    ""financial_products"",
    ""altcoins"""
47347.0,2018-08-21 06:00:30,"```json
{
  ""categories"": [ 
    ""optimistic_speculation"""
47348.0,2018-08-21 06:20:50,"```json
{
  ""categories"": [ 
    ""altcoins"",
    ""scams"""
47349.0,2018-08-21 06:44:15,"```json
{
  ""categories"": [ 
    ""other"""
47350.0,2018-08-21 08:24:02,"```json
{
  ""categories"": [ 
    ""optimistic_speculation"",
    ""financial_products"""
47351.0,2018-08-21 10:52:16,"```json
{
  ""categories"": [ 
    ""financial_products"",
    ""altcoins"""
47352.0,2018-08-21 11:56:13,"```json
{
  ""categories"": [ 
    ""scams"""
47353.0,2018-08-21 12:35:10,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""pessimistic_speculation"""
47354.0,2018-08-21 13:22:52,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""bitcoin_challenges"""
47355.0,2018-08-21 13:28:00,"```json
{
  ""categories"": [ 
    ""optimistic_speculation"",
    ""altcoins"""
47356.0,2018-08-21 13:50:31,"```json
{
  ""categories"": [ 
    ""pessimistic_speculation"",
    ""educational_resources"""
47357.0,2018-08-21 14:32:55,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""financial_products"""
47358.0,2018-08-21 17:15:37,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"""
47359.0,2018-08-21 17:46:00,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"""
47360.0,2018-08-21 17:55:04,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""other"""
47361.0,2018-08-22 00:15:00,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"",
    ""other"""
47362.0,2018-08-22 05:44:50,"```json
{
  ""categories"": [ 
    ""financial_products"",
    ""pessimistic_speculation"""
47363.0,2018-08-22 05:50:51,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""bitcoin_mining"",
    ""educational_resources"""
47364.0,2018-08-22 07:51:43,"```json
{
  ""categories"": [ 
    ""financial_products"",
    ""scams"""
47365.0,2018-08-22 07:58:42,"```json
{
  ""categories"": [ 
    ""scams"""
47366.0,2018-08-22 08:06:40,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"",
    ""bitcoin_technology"",
    ""educational_resources"""
47367.0,2018-08-22 10:31:40,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""financial_products"",
    ""educational_resources"""
47368.0,2018-08-22 11:10:21,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""bitcoin_challenges"",
    ""other"""
47369.0,2018-08-22 11:19:14,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_adoption"""
47370.0,2018-08-22 15:47:07,"```json
{
  ""categories"": [ 
    ""educational_resources"""
47371.0,2018-08-22 16:30:21,"```json
{
  ""categories"": [ 
    ""scams"""
47372.0,2018-08-22 17:56:24,"```json
{
  ""categories"": [ 
    ""other"""
47373.0,2018-08-22 20:11:17,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"",
    ""educational_resources"""
