index,date,output
1211.0,2011-04-21 06:55:23,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"",
    ""other"""
1212.0,2011-04-21 07:11:27,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""altcoins"",
    ""educational_resources"""
1213.0,2011-04-21 07:58:39,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
1214.0,2011-04-21 08:18:39,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
1215.0,2011-04-21 12:11:47,"```json
{
  ""categories"": [ 
    ""other"""
1216.0,2011-04-21 16:00:14,"```json
{
  ""categories"": [ 
    ""educational_resources"""
1217.0,2011-04-21 16:13:12,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
1218.0,2011-04-21 17:11:18,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""other"""
1219.0,2011-04-21 17:45:17,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""bitcoin_mining"""
1220.0,2011-04-21 21:47:34,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"",
    ""educational_resources"",
    ""other"""
1221.0,2011-04-21 22:56:23,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
1222.0,2011-04-22 08:07:38,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""bitcoin_mining"""
1223.0,2011-04-22 17:17:04,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_mining"""
1224.0,2011-04-22 18:14:44,"```json
{
  ""categories"": [ 
    ""educational_resources"""
1225.0,2011-04-22 20:16:42,"```json
{
  ""categories"": [ 
    ""other"""
1226.0,2011-04-22 20:23:51,"```json
{
  ""categories"": [ 
    ""other"""
1227.0,2011-04-22 21:17:12,"```json
{
  ""categories"": [ 
    ""optimistic_speculation"""
1228.0,2011-04-22 22:23:55,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""educational_resources"""
1229.0,2011-04-22 22:45:23,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"""
1230.0,2011-04-22 23:21:07,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""educational_resources"",
    ""other"""
1231.0,2011-04-22 23:36:30,"```json
{
  ""categories"": [ 
    ""educational_resources"",
    ""bitcoin_mining"",
    ""other"""
1232.0,2011-04-23 00:57:02,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
1233.0,2011-04-23 02:07:19,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"",
    ""other"""
1234.0,2011-04-23 03:42:35,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
1235.0,2011-04-23 04:43:29,"```json
{
  ""categories"": [ 
    ""other"""
1236.0,2011-04-23 05:16:37,"```json
{
  ""categories"": [ 
    ""other"""
1237.0,2011-04-23 05:34:24,"```json
{
  ""categories"": [ 
    ""pessimistic_speculation"",
    ""bitcoin_challenges"""
1239.0,2011-04-23 14:12:16,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""bitcoin_mining"""
1240.0,2011-04-23 14:22:37,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
1241.0,2011-04-23 14:25:40,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""educational_resources"""
