index,date,output
15827.0,2014-03-01 10:58:04,"```json
{
  ""categories"": [ 
    ""other"""
15828.0,2014-03-01 11:32:47,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""educational_resources"""
15829.0,2014-03-01 12:50:57,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""bitcoin_challenges"""
15830.0,2014-03-01 13:26:25,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""financial_products"",
    ""scams"""
15831.0,2014-03-01 13:45:59,"```json
{
  ""categories"": [ 
    ""other"""
15832.0,2014-03-01 14:30:26,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""financial_products"",
    ""bitcoin_challenges"""
15833.0,2014-03-01 16:04:32,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""scams"""
15834.0,2014-03-01 16:37:49,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""scams"""
15835.0,2014-03-01 18:50:43,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
15836.0,2014-03-01 20:05:23,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_mining"""
15837.0,2014-03-01 21:15:38,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""bitcoin_technology"",
    ""educational_resources"""
15838.0,2014-03-01 22:21:38,"```json
{
  ""categories"": [ 
    ""other"""
15839.0,2014-03-01 22:55:03,"```json
{
  ""categories"": [ 
    ""optimistic_speculation"",
    ""financial_products"""
15840.0,2014-03-02 00:05:09,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"""
15841.0,2014-03-02 01:15:11,"```json
{
  ""categories"": [ 
    ""other"""
15842.0,2014-03-02 01:51:43,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""educational_resources"""
15843.0,2014-03-02 01:58:15,"```json
{
  ""categories"": [ 
    ""other"""
15844.0,2014-03-02 02:11:44,"```json
{
  ""categories"": [ 
    ""educational_resources"""
15845.0,2014-03-02 02:20:30,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
15846.0,2014-03-02 02:21:00,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
15847.0,2014-03-02 05:28:17,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""other"""
15848.0,2014-03-02 05:40:06,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"",
    ""other"""
15849.0,2014-03-02 06:26:10,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"",
    ""optimistic_speculation"""
15851.0,2014-03-02 14:02:39,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""altcoins"",
    ""other"""
15852.0,2014-03-02 14:15:19,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""educational_resources"",
    ""other"""
15853.0,2014-03-02 15:32:09,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
15854.0,2014-03-02 15:40:07,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
15855.0,2014-03-02 16:16:27,"```json
{
  ""categories"": [ 
    ""educational_resources"",
    ""other"""
15856.0,2014-03-02 16:51:34,"```json
{
  ""categories"": [ 
    ""other"""
15857.0,2014-03-02 18:21:11,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""scams"""
15858.0,2014-03-02 19:22:33,"```json
{
  ""categories"": [ 
    ""other"""
15859.0,2014-03-02 21:17:49,"```json
{
  ""categories"": [ 
    ""financial_products"",
    ""bitcoin_challenges"",
    ""educational_resources"""
15860.0,2014-03-02 21:17:56,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""financial_products"""
15861.0,2014-03-02 21:23:02,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""altcoins"""
15862.0,2014-03-02 22:03:08,"```json
{
  ""categories"": [ 
    ""other"""
15863.0,2014-03-02 22:24:14,"```json
{
  ""categories"": [ 
    ""educational_resources"""
15864.0,2014-03-02 22:48:59,"```json
{
  ""categories"": [ 
    ""other"""
15865.0,2014-03-03 01:20:34,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"""
15866.0,2014-03-03 03:03:19,"```json
{
  ""categories"": [ 
    ""other"""
15867.0,2014-03-03 03:05:24,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""educational_resources"",
    ""other"""
15868.0,2014-03-03 03:30:08,"```json
{
  ""categories"": [ 
    ""scams"",
    ""educational_resources"""
15869.0,2014-03-03 05:17:39,"```json
{
  ""categories"": [ 
    ""other"""
