index,date,output
8275.0,2012-09-09 21:25:31,"```json
{
  ""categories"": [ 
    ""scams"""
8276.0,2012-09-09 22:43:24,"```json
{
  ""categories"": [ 
    ""other"""
8277.0,2012-09-09 23:15:25,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""other"""
8278.0,2012-09-09 23:34:56,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""educational_resources"""
8279.0,2012-09-09 23:37:38,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
8280.0,2012-09-09 23:37:57,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"",
    ""other"""
8281.0,2012-09-09 23:40:29,"```json
{
  ""categories"": [ 
    ""educational_resources"",
    ""other"""
8282.0,2012-09-10 01:36:35,"```json
{
  ""categories"": [ 
    ""other"""
8283.0,2012-09-10 07:03:16,"```json
{
  ""categories"": [ 
    ""scams"""
8284.0,2012-09-10 13:38:30,"```json
{
  ""categories"": [ 
    ""scams"""
8285.0,2012-09-10 14:14:27,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""educational_resources"""
8286.0,2012-09-10 15:50:38,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""scams"""
8287.0,2012-09-10 16:27:38,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""scams"""
8288.0,2012-09-10 16:38:17,"```json
{
  ""categories"": [ 
    ""scams"""
8289.0,2012-09-10 17:52:57,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""educational_resources"""
8290.0,2012-09-10 18:19:08,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
8291.0,2012-09-10 18:25:05,"```json
{
  ""categories"": [ 
    ""other"""
8292.0,2012-09-10 18:51:26,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""bitcoin_challenges"",
    ""other"""
8293.0,2012-09-10 20:29:20,"```json
{
  ""categories"": [ 
    ""other"""
8294.0,2012-09-10 22:47:06,"```json
{
  ""categories"": [ 
    ""other"""
8295.0,2012-09-11 03:00:35,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""bitcoin_challenges"",
    ""other"""
8296.0,2012-09-11 09:24:50,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_adoption"""
8297.0,2012-09-11 09:31:14,"```json
{
  ""categories"": [ 
    ""educational_resources"""
8298.0,2012-09-11 11:51:59,"```json
{
  ""categories"": [ 
    ""scams"""
8299.0,2012-09-11 12:36:12,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""scams"""
8300.0,2012-09-11 13:57:10,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"""
8301.0,2012-09-11 15:19:04,"```json
{
  ""categories"": [ 
    ""financial_products"",
    ""bitcoin_challenges"""
8302.0,2012-09-11 15:30:52,"```json
{
  ""categories"": [ 
    ""financial_products"",
    ""educational_resources"""
8303.0,2012-09-11 16:42:14,"```json
{
  ""categories"": [ 
    ""other"""
8304.0,2012-09-11 16:43:53,"```json
{
  ""categories"": [ 
    ""other"""
8305.0,2012-09-11 16:44:10,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""other"""
8307.0,2012-09-12 04:30:57,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
8308.0,2012-09-12 15:57:00,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"",
    ""other"""
