index,date,output
32598.0,2017-07-08 03:58:56,"```json
{
  ""categories"": [ 
    ""financial_products"",
    ""educational_resources"",
    ""scams"""
32599.0,2017-07-08 06:42:35,"```json
{
  ""categories"": [ 
    ""altcoins"",
    ""educational_resources"""
32600.0,2017-07-08 08:53:38,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
32601.0,2017-07-08 12:24:28,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""educational_resources"""
32602.0,2017-07-08 14:15:04,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""financial_products"""
32603.0,2017-07-08 14:31:16,"```json
{
  ""categories"": [ 
    ""other"""
32604.0,2017-07-08 16:17:48,"```json
{
  ""categories"": [ 
    ""altcoins"",
    ""educational_resources"""
32605.0,2017-07-08 16:22:11,"```json
{
  ""categories"": [ 
    ""educational_resources"""
32606.0,2017-07-08 16:36:13,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""scams"""
32607.0,2017-07-08 16:59:42,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""scams"""
32608.0,2017-07-08 17:08:10,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_mining"""
32609.0,2017-07-08 18:09:50,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""pessimistic_speculation"""
32610.0,2017-07-08 18:28:15,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_adoption"""
32611.0,2017-07-08 20:59:22,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""other"""
32612.0,2017-07-08 21:13:36,"```json
{
  ""categories"": [ 
    ""altcoins"",
    ""educational_resources"""
32613.0,2017-07-09 03:02:02,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"""
32614.0,2017-07-09 05:06:32,"```json
{
  ""categories"": [ 
    ""educational_resources"""
32615.0,2017-07-09 09:04:15,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_mining"""
32616.0,2017-07-09 09:16:29,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
