index,date,output
6463.0,2011-12-20 12:00:37,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
6464.0,2011-12-20 13:19:03,"```json
{
  ""categories"": [ 
    ""financial_products"",
    ""bitcoin_challenges"",
    ""scams"""
6465.0,2011-12-20 14:02:58,"```json
{
  ""categories"": [ 
    ""other"""
6466.0,2011-12-20 19:26:42,"```json
{
  ""categories"": [ 
    ""other"""
6467.0,2011-12-20 22:13:24,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""other"""
6468.0,2011-12-21 03:51:08,"```json
{
  ""categories"": [ 
    ""other"""
6469.0,2011-12-21 04:05:57,"```json
{
  ""categories"": [ 
    ""educational_resources"""
6470.0,2011-12-21 20:58:53,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""educational_resources"""
6471.0,2011-12-21 22:26:33,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""educational_resources"",
    ""other"""
6472.0,2011-12-21 23:00:41,"```json
{
  ""categories"": [ 
    ""other"""
6473.0,2011-12-22 00:27:21,"```json
{
  ""categories"": [ 
    ""other"""
6474.0,2011-12-22 09:42:03,"```json
{
  ""categories"": [ 
    ""other"""
6475.0,2011-12-22 16:43:36,"```json
{
  ""categories"": [ 
    ""other"""
6476.0,2011-12-22 21:34:19,"```json
{
  ""categories"": [ 
    ""other"""
6477.0,2011-12-23 00:53:12,"```json
{
  ""categories"": [ 
    ""other"""
6478.0,2011-12-23 18:16:38,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""bitcoin_challenges"",
    ""educational_resources"""
6479.0,2011-12-24 07:15:30,"```json
{
  ""categories"": [ 
    ""other"""
6480.0,2011-12-24 20:53:27,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""educational_resources"",
    ""other"""
6481.0,2011-12-25 01:40:01,"```json
{
  ""categories"": [ 
    ""financial_products"",
    ""bitcoin_challenges"""
6482.0,2011-12-25 23:57:47,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""other"""
6483.0,2011-12-26 05:42:56,"```json
{
  ""categories"": [ 
    ""other"""
6484.0,2011-12-26 05:51:11,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"",
    ""other"""
6485.0,2011-12-26 14:24:39,"```json
{
  ""categories"": [ 
    ""other"""
6486.0,2011-12-26 19:17:20,"```json
{
  ""categories"": [ 
    ""scams"",
    ""educational_resources"""
6487.0,2011-12-27 02:49:58,"```json
{
  ""categories"": [ 
    ""other"""
6488.0,2011-12-27 11:33:52,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
6489.0,2011-12-27 15:23:44,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
6490.0,2011-12-27 17:02:57,"```json
{
  ""categories"": [ 
    ""other"""
6491.0,2011-12-27 19:08:49,"```json
{
  ""categories"": [ 
    ""financial_products"",
    ""educational_resources"""
6492.0,2011-12-28 04:40:24,"```json
{
  ""categories"": [ 
    ""educational_resources"""
6493.0,2011-12-28 10:49:50,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
6494.0,2011-12-28 12:51:18,"```json
{
  ""categories"": [ 
    ""other"""
6495.0,2011-12-28 14:45:39,"```json
{
  ""categories"": [ 
    ""scams"""
6496.0,2011-12-28 15:46:44,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"",
    ""bitcoin_challenges"""
6497.0,2011-12-28 22:31:25,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
6498.0,2011-12-29 00:37:38,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
6499.0,2011-12-29 00:54:10,"```json
{
  ""categories"": [ 
    ""educational_resources"""
6501.0,2011-12-29 04:19:22,"```json
{
  ""categories"": [ 
    ""other"""
6502.0,2011-12-29 05:23:02,"```json
{
  ""categories"": [ 
    ""educational_resources"",
    ""other"""
6503.0,2011-12-29 10:06:00,"```json
{
  ""categories"": [ 
    ""other"""
6504.0,2011-12-29 13:43:46,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_mining"",
    ""educational_resources"""
6505.0,2011-12-29 17:52:21,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"",
    ""educational_resources"",
    ""other"""
6506.0,2011-12-29 20:40:24,"```json
{
  ""categories"": [ 
    ""scams"""
6507.0,2011-12-30 05:35:23,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""financial_products"""
6508.0,2011-12-30 05:51:44,"```json
{
  ""categories"": [ 
    ""other"""
6509.0,2011-12-30 07:43:17,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""educational_resources"""
6510.0,2011-12-30 12:29:41,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""educational_resources"",
    ""other"""
6511.0,2011-12-30 13:36:51,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""financial_products"",
    ""scams"""
6512.0,2011-12-30 15:09:17,"```json
{
  ""categories"": [ 
    ""other"""
6513.0,2011-12-30 17:04:48,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"""
6514.0,2011-12-30 17:10:09,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""educational_resources"""
6515.0,2011-12-30 19:34:26,"```json
{
  ""categories"": [ 
    ""educational_resources"""
6516.0,2011-12-30 19:42:09,"```json
{
  ""categories"": [ 
    ""educational_resources"""
6517.0,2011-12-30 20:19:27,"```json
{
  ""categories"": [ 
    ""educational_resources"",
    ""other"""
6518.0,2011-12-31 01:58:35,"```json
{
  ""categories"": [ 
    ""financial_products"",
    ""educational_resources"""
6519.0,2011-12-31 02:00:16,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"""
6520.0,2011-12-31 03:10:40,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""educational_resources"""
6521.0,2011-12-31 05:07:58,"```json
{
  ""categories"": [ 
    ""other"""
6522.0,2011-12-31 14:17:56,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""bitcoin_technology"",
    ""educational_resources"""
6523.0,2011-12-31 14:51:33,"```json
{
  ""categories"": [ 
    ""other"""
6524.0,2011-12-31 18:52:47,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"",
    ""educational_resources"""
6525.0,2011-12-31 19:34:43,"```json
{
  ""categories"": [ 
    ""financial_products"",
    ""bitcoin_technology"",
    ""educational_resources"""
6526.0,2011-12-31 20:50:39,"```json
{
  ""categories"": [ 
    ""financial_products"",
    ""bitcoin_adoption"",
    ""other"""
6527.0,2012-01-01 00:40:35,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
6528.0,2012-01-01 12:15:21,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"""
6529.0,2012-01-01 16:03:14,"```json
{
  ""categories"": [ 
    ""other"""
6530.0,2012-01-02 05:48:52,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"""
6531.0,2012-01-02 06:08:50,"```json
{
  ""categories"": [ 
    ""educational_resources"""
6532.0,2012-01-02 10:57:47,"```json
{
  ""categories"": [ 
    ""scams"""
6533.0,2012-01-02 11:13:36,"```json
{
  ""categories"": [ 
    ""other"""
6534.0,2012-01-02 19:55:27,"```json
{
  ""categories"": [ 
    ""other"""
6535.0,2012-01-02 20:01:29,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""pessimistic_speculation"""
6536.0,2012-01-03 01:30:16,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
6537.0,2012-01-03 04:47:24,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"""
6538.0,2012-01-03 14:21:29,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"",
    ""other"""
6539.0,2012-01-03 15:21:53,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""financial_products"",
    ""other"""
6540.0,2012-01-03 15:50:30,"```json
{
  ""categories"": [ 
    ""financial_products"",
    ""optimistic_speculation"""
6541.0,2012-01-03 20:00:01,"```json
{
  ""categories"": [ 
    ""other"""
6542.0,2012-01-03 20:17:58,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""pessimistic_speculation"""
6543.0,2012-01-03 20:54:12,"```json
{
  ""categories"": [ 
    ""scams"""
6544.0,2012-01-04 00:35:31,"```json
{
  ""categories"": [ 
    ""other"""
6545.0,2012-01-04 00:41:25,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""educational_resources"""
6546.0,2012-01-04 02:43:46,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"",
    ""financial_products"""
6547.0,2012-01-04 08:29:45,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""educational_resources"""
6548.0,2012-01-04 22:47:13,"```json
{
  ""categories"": [ 
    ""other"""
6549.0,2012-01-05 00:29:52,"```json
{
  ""categories"": [ 
    ""financial_products"",
    ""educational_resources"""
6550.0,2012-01-05 07:54:53,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"",
    ""educational_resources"""
6551.0,2012-01-05 21:35:44,"```json
{
  ""categories"": [ 
    ""financial_products"",
    ""bitcoin_technology"",
    ""educational_resources"""
6552.0,2012-01-06 00:18:30,"```json
{
  ""categories"": [ 
    ""optimistic_speculation"",
    ""bitcoin_technology"",
    ""bitcoin_challenges"""
6553.0,2012-01-06 01:54:57,"```json
{
  ""categories"": [ 
    ""educational_resources"""
6554.0,2012-01-06 04:46:06,"```json
{
  ""categories"": [ 
    ""other"""
6555.0,2012-01-06 18:47:57,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""other"""
6556.0,2012-01-06 18:48:34,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"",
    ""bitcoin_challenges"",
    ""altcoins"""
6557.0,2012-01-06 20:14:51,"```json
{
  ""categories"": [ 
    ""other"""
6558.0,2012-01-06 22:03:44,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
6559.0,2012-01-06 22:43:40,"```json
{
  ""categories"": [ 
    ""altcoins"",
    ""scams"""
6560.0,2012-01-07 04:48:06,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"",
    ""other"""
6561.0,2012-01-07 14:34:38,"```json
{
  ""categories"": [ 
    ""other"""
6562.0,2012-01-07 17:27:04,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"",
    ""other"""
6563.0,2012-01-08 00:57:52,"```json
{
  ""categories"": [ 
    ""other"""
6564.0,2012-01-08 02:40:43,"```json
{
  ""categories"": [ 
    ""other"""
6565.0,2012-01-08 07:47:56,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""educational_resources"",
    ""other"""
6566.0,2012-01-08 17:58:53,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""other"""
6567.0,2012-01-08 19:21:56,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
6568.0,2012-01-09 06:37:09,"```json
{
  ""categories"": [ 
    ""other"""
6569.0,2012-01-09 08:41:59,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""educational_resources"",
    ""other"""
6570.0,2012-01-09 14:22:14,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"",
    ""other"""
6571.0,2012-01-09 15:16:02,"```json
{
  ""categories"": [ 
    ""other"""
6572.0,2012-01-09 15:47:45,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""educational_resources"""
6573.0,2012-01-09 15:55:33,"```json
{
  ""categories"": [ 
    ""educational_resources"""
6574.0,2012-01-09 18:25:26,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"",
    ""other"""
6575.0,2012-01-09 22:04:08,"```json
{
  ""categories"": [ 
    ""altcoins"",
    ""bitcoin_challenges"",
    ""other"""
6576.0,2012-01-09 23:25:35,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
6577.0,2012-01-09 23:50:55,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"",
    ""other"""
6578.0,2012-01-10 02:44:00,"```json
{
  ""categories"": [ 
    ""other"""
6579.0,2012-01-10 04:27:28,"```json
{
  ""categories"": [ 
    ""educational_resources"",
    ""other"""
6580.0,2012-01-10 05:53:42,"```json
{
  ""categories"": [ 
    ""other"""
6581.0,2012-01-10 06:35:36,"```json
{
  ""categories"": [ 
    ""other"""
6582.0,2012-01-10 11:04:15,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"""
6583.0,2012-01-10 11:55:40,"```json
{
  ""categories"": [ 
    ""scams"""
6584.0,2012-01-10 14:55:46,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
6585.0,2012-01-10 18:42:11,"```json
{
  ""categories"": [ 
    ""other"""
6586.0,2012-01-10 18:56:00,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"""
