index,date,output
29318.0,2016-10-28 09:18:21,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""bitcoin_technology"",
    ""educational_resources"""
29319.0,2016-10-28 09:42:44,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_mining"""
29320.0,2016-10-28 12:48:56,"```json
{
  ""categories"": [ 
    ""other"""
29321.0,2016-10-28 14:23:54,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"""
29322.0,2016-10-28 16:07:47,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""educational_resources"""
29323.0,2016-10-28 16:35:34,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
29324.0,2016-10-28 17:54:55,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""other"""
29325.0,2016-10-28 20:22:24,"```json
{
  ""categories"": [ 
    ""altcoins"",
    ""educational_resources"""
29327.0,2016-10-29 03:25:31,"```json
{
  ""categories"": [ 
    ""financial_products"",
    ""bitcoin_adoption"""
29328.0,2016-10-29 05:38:58,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""educational_resources"""
29329.0,2016-10-29 09:03:46,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"",
    ""bitcoin_challenges"""
29330.0,2016-10-29 09:22:56,"```json
{
  ""categories"": [ 
    ""scams"""
29331.0,2016-10-29 10:24:36,"```json
{
  ""categories"": [ 
    ""financial_products"",
    ""bitcoin_challenges"""
29332.0,2016-10-29 11:54:16,"```json
{
  ""categories"": [ 
    ""optimistic_speculation"",
    ""bitcoin_technology"",
    ""financial_products"""
29333.0,2016-10-29 13:54:17,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"""
29334.0,2016-10-29 14:03:36,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"""
29335.0,2016-10-29 14:54:09,"```json
{
  ""categories"": [ 
    ""other"""
29336.0,2016-10-29 21:11:04,"```json
{
  ""categories"": [ 
    ""other"""
29337.0,2016-10-30 03:11:30,"```json
{
  ""categories"": [ 
    ""other"""
29338.0,2016-10-30 08:57:56,"```json
{
  ""categories"": [ 
    ""educational_resources"""
29339.0,2016-10-30 11:20:58,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""bitcoin_challenges"",
    ""educational_resources"""
29340.0,2016-10-30 11:43:47,"```json
{
  ""categories"": [ 
    ""scams"""
29341.0,2016-10-30 17:24:55,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""other"""
29342.0,2016-10-30 20:35:13,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"""
29344.0,2016-10-31 14:00:27,"```json
{
  ""categories"": [ 
    ""other"""
29345.0,2016-10-31 15:00:18,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""other"""
29346.0,2016-10-31 18:46:44,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
29347.0,2016-11-01 10:01:56,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_mining"""
29348.0,2016-11-01 10:22:29,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""educational_resources"",
    ""other"""
29349.0,2016-11-01 11:23:10,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""bitcoin_challenges"",
    ""educational_resources"""
29350.0,2016-11-01 15:05:09,"```json
{
  ""categories"": [ 
    ""other"""
29351.0,2016-11-01 15:20:06,"```json
{
  ""categories"": [ 
    ""financial_products"",
    ""scams"""
29352.0,2016-11-01 16:52:45,"```json
{
  ""categories"": [ 
    ""financial_products"",
    ""bitcoin_adoption"""
29353.0,2016-11-01 18:45:51,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""financial_products"""
29354.0,2016-11-01 22:56:47,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""educational_resources"""
29355.0,2016-11-02 02:20:49,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""optimistic_speculation"""
29356.0,2016-11-02 08:10:02,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_adoption"""
29357.0,2016-11-02 14:01:33,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
29358.0,2016-11-02 14:29:18,"```json
{
  ""categories"": [ 
    ""financial_products"""
29359.0,2016-11-02 16:13:04,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
29360.0,2016-11-02 17:00:59,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"""
29361.0,2016-11-02 17:15:19,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"""
29362.0,2016-11-02 19:26:53,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"""
29363.0,2016-11-02 21:28:13,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""educational_resources"""
29364.0,2016-11-02 22:35:21,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"",
    ""other"""
29365.0,2016-11-02 23:36:57,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"""
29366.0,2016-11-03 13:08:15,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"",
    ""other"""
29367.0,2016-11-03 13:12:32,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"",
    ""educational_resources"""
29368.0,2016-11-03 14:00:42,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""educational_resources"""
29369.0,2016-11-03 14:33:15,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
29370.0,2016-11-03 15:55:23,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
29371.0,2016-11-03 16:51:27,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
29372.0,2016-11-03 17:33:08,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""financial_products"""
29373.0,2016-11-03 18:57:17,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"",
    ""other"""
29374.0,2016-11-03 19:41:53,"```json
{
  ""categories"": [ 
    ""other"""
29375.0,2016-11-03 19:57:07,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"""
29376.0,2016-11-03 20:47:47,"```json
{
  ""categories"": [ 
    ""other"""
29377.0,2016-11-04 01:32:37,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""educational_resources"""
29378.0,2016-11-04 08:59:16,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
29379.0,2016-11-04 10:04:29,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""educational_resources"",
    ""other"""
29380.0,2016-11-04 10:11:09,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"",
    ""scams"""
29381.0,2016-11-04 17:25:57,"```json
{
  ""categories"": [ 
    ""other"""
29382.0,2016-11-04 19:53:51,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""scams"""
29383.0,2016-11-04 22:43:18,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"""
29384.0,2016-11-05 00:52:04,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
29385.0,2016-11-05 01:13:41,"```json
{
  ""categories"": [ 
    ""scams"""
29386.0,2016-11-05 02:27:48,"```json
{
  ""categories"": [ 
    ""other"""
29387.0,2016-11-05 06:48:21,"```json
{
  ""categories"": [ 
    ""other"""
29388.0,2016-11-05 07:29:28,"```json
{
  ""categories"": [ 
    ""educational_resources"",
    ""other"""
29389.0,2016-11-05 11:06:05,"```json
{
  ""categories"": [ 
    ""other"""
29390.0,2016-11-05 14:27:16,"```json
{
  ""categories"": [ 
    ""optimistic_speculation"",
    ""bitcoin_technology"""
29391.0,2016-11-05 15:39:54,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"""
29392.0,2016-11-05 18:20:21,"```json
{
  ""categories"": [ 
    ""altcoins"",
    ""educational_resources"",
    ""other"""
29393.0,2016-11-05 18:33:14,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""educational_resources"""
