index,date,output
32192.0,2017-06-11 01:58:39,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""altcoins"""
32193.0,2017-06-11 02:09:19,"```json
{
  ""categories"": [ 
    ""educational_resources"",
    ""optimistic_speculation"""
32194.0,2017-06-11 02:33:32,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"""
32195.0,2017-06-11 03:23:45,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"",
    ""educational_resources"",
    ""other"""
32196.0,2017-06-11 04:51:58,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""altcoins"""
32197.0,2017-06-11 04:53:11,"```json
{
  ""categories"": [ 
    ""optimistic_speculation"",
    ""bitcoin_adoption"",
    ""educational_resources"""
32198.0,2017-06-11 05:33:06,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""other"""
32199.0,2017-06-11 06:30:59,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"""
32200.0,2017-06-11 07:26:32,"```json
{
  ""categories"": [ 
    ""other"""
32201.0,2017-06-11 08:11:36,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"""
32202.0,2017-06-11 09:03:15,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""altcoins"""
32203.0,2017-06-11 10:10:46,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""educational_resources"""
32204.0,2017-06-11 13:31:32,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""bitcoin_challenges"",
    ""educational_resources"""
32205.0,2017-06-11 14:49:21,"```json
{
  ""categories"": [ 
    ""educational_resources"""
32206.0,2017-06-11 16:19:18,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"",
    ""other"""
32207.0,2017-06-11 20:49:42,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_mining"""
32208.0,2017-06-11 20:58:45,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
32209.0,2017-06-11 22:04:47,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""optimistic_speculation"""
32210.0,2017-06-11 22:07:20,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""financial_products"""
32211.0,2017-06-12 04:14:27,"```json
{
  ""categories"": [ 
    ""pessimistic_speculation"",
    ""bitcoin_adoption"",
    ""other"""
32212.0,2017-06-12 04:59:27,"```json
{
  ""categories"": [ 
    ""other"""
32213.0,2017-06-12 08:46:14,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""altcoins"""
32214.0,2017-06-12 09:29:23,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""altcoins"""
32215.0,2017-06-12 13:36:14,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""educational_resources"""
32216.0,2017-06-12 15:44:27,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""educational_resources"""
