index,date,output
55299.0,2021-06-23 14:34:02,"```json
{
  ""categories"": [ 
    ""other"""
55300.0,2021-06-23 15:07:59,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"""
55301.0,2021-06-23 15:56:06,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"""
55302.0,2021-06-23 16:42:13,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"",
    ""educational_resources"""
55303.0,2021-06-23 18:05:03,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""educational_resources"",
    ""other"""
55304.0,2021-06-24 00:44:21,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""bitcoin_mining"""
55305.0,2021-06-24 06:02:46,"```json
{
  ""categories"": [ 
    ""bitcoin_mining"",
    ""bitcoin_challenges"""
55306.0,2021-06-24 06:04:06,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""educational_resources"""
55307.0,2021-06-24 06:30:10,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""pessimistic_speculation"""
55308.0,2021-06-24 07:03:23,"```json
{
  ""categories"": [ 
    ""optimistic_speculation"""
55309.0,2021-06-24 10:24:14,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""educational_resources"",
    ""other"""
55310.0,2021-06-24 15:04:28,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"""
55311.0,2021-06-24 21:36:09,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""educational_resources"",
    ""other"""
55312.0,2021-06-24 23:27:02,"```json
{
  ""categories"": [ 
    ""other"""
55313.0,2021-06-25 02:34:21,"```json
{
  ""categories"": [ 
    ""optimistic_speculation"""
55314.0,2021-06-25 05:46:25,"```json
{
  ""categories"": [ 
    ""scams"""
55315.0,2021-06-25 08:02:11,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"""
55316.0,2021-06-25 09:31:47,"```json
{
  ""categories"": [ 
    ""educational_resources"",
    ""other"""
55317.0,2021-06-25 11:32:07,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""altcoins"",
    ""other"""
55318.0,2021-06-25 14:31:19,"```json
{
  ""categories"": [ 
    ""bitcoin_technology"",
    ""bitcoin_challenges"""
55319.0,2021-06-25 14:58:41,"```json
{
  ""categories"": [ 
    ""other"""
55320.0,2021-06-25 21:46:27,"```json
{
  ""categories"": [ 
    ""other"""
55321.0,2021-06-26 00:42:19,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"""
55322.0,2021-06-26 03:07:47,"```json
{
  ""categories"": [ 
    ""educational_resources"",
    ""bitcoin_adoption"",
    ""other"""
55323.0,2021-06-26 05:04:07,"```json
{
  ""categories"": [ 
    ""bitcoin_adoption"",
    ""bitcoin_technology"",
    ""optimistic_speculation"""
55324.0,2021-06-26 06:34:54,"```json
{
  ""categories"": [ 
    ""bitcoin_challenges"",
    ""optimistic_speculation"""
