date,optimistic_speculation,pessimistic_speculation,bitcoin_adoption,bitcoin_technology,financial_products,bitcoin_challenges,scams,bitcoin_mining,altcoins,educational_resources,other,posts_count
2010-01,0.0,0.0,0.0,0.6956521739130435,0.0,0.009586053379102566,0.0,0.9172249449215414,0.0,0.8909715381133683,0.3641304347826087,0.004260651629072682
2010-02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2973974491554636,0.0,1.0,0.34895833333333337,0.004511278195488722
2010-03,0.0,0.0,0.375,0.6666666666666666,0.375,0.11023961385967937,0.0,0.20107290589451915,0.0,0.7492345376607472,0.5234375,0.002506265664160401
2010-04,0.0,0.0,0.0,0.6274509803921569,0.0,0.7133151485038077,0.0,1.0,0.6796937953263498,0.439465437124023,0.16421568627450983,0.002756892230576441
2010-05,0.0,0.0,1.0,0.0,1.0,0.6614376831580762,0.0,0.6826956221992416,0.0,0.8328230251071647,0.0,0.0
2010-06,0.0,0.0,0.2222222222222222,0.49382716049382713,0.0,0.7594284510333467,0.0,0.597073805967291,0.0,0.6842212696468666,0.41358024691358025,0.005263157894736842
2010-07,0.03916105564584785,0.12641242937853106,0.03389830508474576,0.7984934086629002,0.0,0.4970124963843171,0.08615819209039548,0.6957565772176748,0.0,0.5834743167924274,0.2523540489642185,0.04285714285714285
2010-08,0.038941049715253195,0.06285112359550561,0.06741573033707865,0.7041198501872659,0.16853932584269662,0.5524367166451348,0.0,0.40562727304416535,0.38948745574880717,0.4195765703158866,0.4705056179775281,0.04310776942355889
2010-09,0.0,0.0,0.0759493670886076,0.6075949367088607,0.1518987341772152,0.3823500531335715,0.0,0.26325710470854663,0.2925264435581758,0.6635298859751797,0.6360759493670887,0.018295739348370928
2010-10,0.12836123795027904,0.0,0.38888888888888884,0.4444444444444444,0.16666666666666666,0.26947461165699393,0.07060185185185185,0.2545865410394883,0.21397767630644343,0.42416819759134516,0.8271604938271605,0.02556390977443609
2010-11,0.032695787025071074,0.0,0.22641509433962265,0.6163522012578616,0.14150943396226418,0.20383928600469012,0.07193396226415094,0.28285789545569845,0.1635112432153011,0.6309489422177033,0.6584119496855346,0.05162907268170426
2010-12,0.07182908652139967,0.05796632124352332,0.15544041450777202,0.6632124352331605,0.0,0.4101142111463719,0.07901554404145078,0.2714447224737584,0.17960820498261054,0.6180049433795836,0.5785837651122625,0.046867167919799495
2011-01,0.04175606535731969,0.0,0.10843373493975902,0.642570281124498,0.07228915662650603,0.22579198019452398,0.1378012048192771,0.3020395958186417,0.208821587720746,0.7039154782018462,0.605421686746988,0.040100250626566414
2011-02,0.17516443301518222,0.08077617328519855,0.23826714801444043,0.5583634175691937,0.1299638989169675,0.2952988934436177,0.13763537906137183,0.2960064810217316,0.2502843578458039,0.5962404469194702,0.5643802647412756,0.06791979949874687
2011-03,0.046834505738615334,0.0,0.13513513513513514,0.5825825825825826,0.04054054054054054,0.3039038003699269,0.05152027027027027,0.42235901879128357,0.07807293594964829,0.6701643468330547,0.6413288288288289,0.10977443609022557
2011-04,0.10045662100456622,0.10133605072463768,0.1847826086956522,0.4685990338164251,0.2282608695652174,0.4888887223342303,0.12432065217391304,0.35602977983603856,0.1465281913837602,0.4693948188183924,0.6422856280193238,0.1368421052631579
2011-05,0.07020863291203108,0.09271408839779005,0.19889502762430938,0.4616329036218539,0.13259668508287292,0.44704904183980476,0.18255064456721917,0.40170468937173504,0.1489568354398446,0.5040108534947374,0.6503606507059546,0.2706766917293233
2011-06,0.20210657120033138,0.22652875269978404,0.13444924406047515,0.3153347732181425,0.75,0.5466741974553431,0.6937432505399568,0.1842213119331012,0.11854270836415279,0.2200814994200342,0.5562230021598273,0.9268170426065163
2011-07,0.12990775888943903,0.1722305890227577,0.285140562248996,0.33913431503792946,0.5060240963855421,0.41705106930047375,0.45423360107095045,0.2525233647447425,0.10054372742109993,0.29570824633500326,0.6839022757697457,0.37293233082706767
2011-08,0.10722076109040597,0.14251592356687898,0.1364877161055505,0.37367303609341823,0.48043676069153773,0.4439677260627306,0.5966787989080983,0.17293807569728242,0.16822266817904197,0.33144421778524935,0.6858507734303914,0.27393483709273186
2011-09,0.08801913459447706,0.10654761904761906,0.2761904761904762,0.33439153439153435,0.4666666666666667,0.2834732927820327,0.41150793650793654,0.1983207760870636,0.11004566210045663,0.34243723208818133,0.8286375661375662,0.15639097744360902
2011-10,0.14725507722368886,0.16976479514415782,0.3277693474962064,0.32372281234193223,0.41881638846737484,0.4620361357821463,0.30083459787556904,0.2208055513273378,0.1578044775188642,0.32951632072570014,0.7286292362164897,0.1636591478696742
2011-11,0.048699111353501655,0.026200234192037472,0.351288056206089,0.3622170179547229,0.5620608899297425,0.48588045265554236,0.25,0.10700420673804639,0.10824163485290815,0.369269071305954,0.7453161592505856,0.10551378446115288
2011-12,0.041506029037814786,0.0,0.46706586826347307,0.33532934131736525,0.34131736526946105,0.31817661006206854,0.2282934131736527,0.0782158537113983,0.10378557952587975,0.5645390174947105,0.8107534930139721,0.08220551378446114
