Date and Time,"Hydro-only, MtCO2e","Estimated, MtCO2e","Coal-only, MtCO2e"
2014-02-25T00:00:00,0.14245,3.761584,6.790131
2014-02-26T00:00:00,0.140596,3.712612,6.70173
2014-02-27T00:00:00,0.141871,3.74628,6.762505
2014-02-28T00:00:00,0.147443,3.893422,7.028115
2014-03-01T00:00:00,0.14693,3.879869,7.00365
2014-03-02T00:00:00,0.147242,3.888116,7.018537
2014-03-03T00:00:00,0.146019,3.855822,6.960241
2014-03-04T00:00:00,0.139124,3.673738,6.631557
2014-03-05T00:00:00,0.130115,3.435856,6.20215
2014-03-06T00:00:00,0.121985,3.221178,5.814631
2014-03-07T00:00:00,0.111903,2.954947,5.33405
2014-03-08T00:00:00,0.104819,2.767884,4.996377
2014-03-09T00:00:00,0.099169,2.618682,4.727049
2014-03-10T00:00:00,0.090019,2.377073,4.290915
2014-03-11T00:00:00,0.09152,2.416692,4.362432
2014-03-12T00:00:00,0.093573,2.470906,4.460295
2014-03-13T00:00:00,0.094098,2.484771,4.485324
2014-03-14T00:00:00,0.092688,2.44754,4.418117
2014-03-15T00:00:00,0.093934,2.480461,4.477543
2014-03-16T00:00:00,0.09484,2.504382,4.520723
2014-03-17T00:00:00,0.097236,2.567631,4.634895
2014-03-18T00:00:00,0.096811,2.556422,4.614663
2014-03-19T00:00:00,0.096513,2.548538,4.600431
2014-03-20T00:00:00,0.097895,2.585039,4.66632
2014-03-21T00:00:00,0.102556,2.708136,4.888525
2014-03-22T00:00:00,0.102996,2.719749,4.909488
2014-03-23T00:00:00,0.106778,2.81962,5.089768
2014-03-24T00:00:00,0.10931,2.886465,5.210431
2014-03-25T00:00:00,0.112736,2.976929,5.373731
2014-03-26T00:00:00,0.115137,3.04035,5.488213
2014-03-27T00:00:00,0.117494,3.102591,5.600566
2014-03-28T00:00:00,0.119163,3.146665,5.680125
2014-03-29T00:00:00,0.122343,3.230637,5.831705
2014-03-30T00:00:00,0.118027,3.116652,5.625948
2014-03-31T00:00:00,0.119985,3.168362,5.71929
2014-04-01T00:00:00,0.121895,3.218789,5.810317
2014-04-02T00:00:00,0.126361,3.336725,6.023206
2014-04-03T00:00:00,0.130121,3.436003,6.202417
2014-04-04T00:00:00,0.13282,3.507284,6.331087
2014-04-05T00:00:00,0.122277,3.228873,5.828521
2014-04-06T00:00:00,0.115104,3.039467,5.486619
2014-04-07T00:00:00,0.103787,2.740618,4.94716
2014-04-08T00:00:00,0.092117,2.432471,4.390915
2014-04-09T00:00:00,0.078995,2.085967,3.765433
2014-04-10T00:00:00,0.064838,1.712122,3.090594
2014-04-11T00:00:00,0.052317,1.381491,2.493765
2014-04-12T00:00:00,0.052546,1.387557,2.504713
2014-04-13T00:00:00,0.054295,1.433723,2.58805
2014-04-14T00:00:00,0.056334,1.487584,2.685275
2014-04-15T00:00:00,0.058666,1.549139,2.79639
2014-04-16T00:00:00,0.058568,1.546574,2.79176
2014-04-17T00:00:00,0.059562,1.572809,2.839118
2014-04-18T00:00:00,0.060216,1.590072,2.87028
2014-04-19T00:00:00,0.061203,1.616132,2.917322
2014-04-20T00:00:00,0.061979,1.636636,2.954333
2014-04-21T00:00:00,0.062076,1.639208,2.958976
2014-04-22T00:00:00,0.061767,1.631025,2.944205
2014-04-23T00:00:00,0.063183,1.668424,3.011715
2014-04-24T00:00:00,0.063025,1.664244,3.004169
2014-04-25T00:00:00,0.064243,1.696418,3.062246
2014-04-26T00:00:00,0.064464,1.702267,3.072806
2014-04-27T00:00:00,0.064409,1.700805,3.070166
2014-04-28T00:00:00,0.063357,1.673019,3.020009
2014-04-29T00:00:00,0.064404,1.700665,3.069913
2014-04-30T00:00:00,0.063964,1.689058,3.048961
2014-05-01T00:00:00,0.066776,1.763312,3.183
2014-05-02T00:00:00,0.066919,1.767082,3.189805
2014-05-03T00:00:00,0.066908,1.766783,3.189265
2014-05-04T00:00:00,0.066692,1.761099,3.179005
2014-05-05T00:00:00,0.066211,1.748385,3.156053
2014-05-06T00:00:00,0.068953,1.820785,3.286745
2014-05-07T00:00:00,0.07035,1.85767,3.353328
2014-05-08T00:00:00,0.069778,1.842581,3.32609
2014-05-09T00:00:00,0.07035,1.85767,3.353328
2014-05-10T00:00:00,0.072699,1.919705,3.465308
2014-05-11T00:00:00,0.072762,1.921381,3.468334
2014-05-12T00:00:00,0.075739,1.999989,3.61023
2014-05-13T00:00:00,0.074803,1.975279,3.565626
2014-05-14T00:00:00,0.075247,1.986987,3.586761
2014-05-15T00:00:00,0.076658,2.024243,3.654013
2014-05-16T00:00:00,0.078581,2.075022,3.745675
2014-05-17T00:00:00,0.07937,2.095869,3.783306
2014-05-18T00:00:00,0.081804,2.160129,3.899304
2014-05-19T00:00:00,0.082694,2.183629,3.941724
2014-05-20T00:00:00,0.083747,2.211458,3.991959
2014-05-21T00:00:00,0.085504,2.257839,4.075682
2014-05-22T00:00:00,0.085574,2.259694,4.079031
2014-05-23T00:00:00,0.08445,2.23001,4.025448
2014-05-24T00:00:00,0.084107,2.22095,4.009094
2014-05-25T00:00:00,0.085381,2.254601,4.069837
2014-05-26T00:00:00,0.086688,2.289099,4.132111
2014-05-27T00:00:00,0.085536,2.258698,4.077233
2014-05-28T00:00:00,0.087264,2.304311,4.15957
2014-05-29T00:00:00,0.086879,2.294141,4.141212
2014-05-30T00:00:00,0.089143,2.353925,4.24913
2014-05-31T00:00:00,0.089528,2.364106,4.267507
2014-06-01T00:00:00,0.09069,2.39478,4.322878
2014-06-02T00:00:00,0.093594,2.471465,4.461304
2014-06-03T00:00:00,0.097079,2.563488,4.627417
2014-06-04T00:00:00,0.098074,2.58978,4.674878
2014-06-05T00:00:00,0.099194,2.619333,4.728224
2014-06-06T00:00:00,0.098305,2.595875,4.685879
2014-06-07T00:00:00,0.100569,2.655655,4.79379
2014-06-08T00:00:00,0.098737,2.607278,4.706463
2014-06-09T00:00:00,0.097277,2.568734,4.636888
2014-06-10T00:00:00,0.098089,2.590156,4.675556
2014-06-11T00:00:00,0.096692,2.553269,4.60897
2014-06-12T00:00:00,0.09992,2.638521,4.762861
2014-06-13T00:00:00,0.102159,2.697648,4.869592
2014-06-14T00:00:00,0.104305,2.754311,4.971876
2014-06-15T00:00:00,0.109343,2.887345,5.21202
2014-06-16T00:00:00,0.112329,2.96618,5.354326
2014-06-17T00:00:00,0.113915,3.008063,5.42993
2014-06-18T00:00:00,0.116875,3.086245,5.571059
2014-06-19T00:00:00,0.11867,3.133631,5.656597
2014-06-20T00:00:00,0.123334,3.256787,5.878909
2014-06-21T00:00:00,0.126598,3.342989,6.034514
2014-06-22T00:00:00,0.128102,3.382703,6.106203
2014-06-23T00:00:00,0.129365,3.41606,6.166416
2014-06-24T00:00:00,0.132284,3.493123,6.305524
2014-06-25T00:00:00,0.13568,3.582803,6.467408
2014-06-26T00:00:00,0.136107,3.594087,6.487778
2014-06-27T00:00:00,0.137282,3.625122,6.543799
2014-06-28T00:00:00,0.136855,3.613841,6.523436
2014-06-29T00:00:00,0.136981,3.617171,6.529447
2014-06-30T00:00:00,0.135796,3.585871,6.472947
2014-07-01T00:00:00,0.133462,3.524241,6.361697
2014-07-02T00:00:00,0.131769,3.479528,6.280984
2014-07-03T00:00:00,0.132052,3.487002,6.294475
2014-07-04T00:00:00,0.133161,3.516283,6.347331
2014-07-05T00:00:00,0.134004,3.53854,6.387508
2014-07-06T00:00:00,0.133599,3.527867,6.368241
2014-07-07T00:00:00,0.136002,3.591305,6.482756
2014-07-08T00:00:00,0.138271,3.65122,6.590909
2014-07-09T00:00:00,0.142141,3.753423,6.7754
2014-07-10T00:00:00,0.143476,3.788665,6.839015
2014-07-11T00:00:00,0.142141,3.753423,6.7754
2014-07-12T00:00:00,0.14285,3.772127,6.809163
2014-07-13T00:00:00,0.14591,3.85293,6.95502
2014-07-14T00:00:00,0.144462,3.814712,6.886033
2014-07-15T00:00:00,0.146317,3.863683,6.974432
2014-07-16T00:00:00,0.143972,3.801775,6.86268
2014-07-17T00:00:00,0.147749,3.9015,7.042696
2014-07-18T00:00:00,0.150591,3.976552,7.178175
2014-07-19T00:00:00,0.153947,4.065161,7.338125
2014-07-20T00:00:00,0.153259,4.046997,7.305336
2014-07-21T00:00:00,0.15601,4.119655,7.436493
2014-07-22T00:00:00,0.153672,4.057898,7.325014
2014-07-23T00:00:00,0.153947,4.065165,7.338133
2014-07-24T00:00:00,0.149957,3.959813,7.147958
2014-07-25T00:00:00,0.148908,3.932104,7.097941
2014-07-26T00:00:00,0.144481,3.81521,6.886931
2014-07-27T00:00:00,0.145906,3.852833,6.954845
2014-07-28T00:00:00,0.146885,3.878678,7.001499
2014-07-29T00:00:00,0.149503,3.947824,7.126317
2014-07-30T00:00:00,0.154991,4.092743,7.387914
2014-07-31T00:00:00,0.158216,4.177891,7.541617
2014-08-01T00:00:00,0.158946,4.197173,7.576423
2014-08-02T00:00:00,0.163258,4.311032,7.781954
2014-08-03T00:00:00,0.163407,4.314961,7.789046
2014-08-04T00:00:00,0.160135,4.228582,7.633121
2014-08-05T00:00:00,0.158054,4.173612,7.533893
2014-08-06T00:00:00,0.156864,4.142203,7.477195
2014-08-07T00:00:00,0.157756,4.165759,7.519717
2014-08-08T00:00:00,0.158945,4.197156,7.576392
2014-08-09T00:00:00,0.163205,4.309633,7.779427
2014-08-10T00:00:00,0.16802,4.436775,8.008936
2014-08-11T00:00:00,0.177483,4.686672,8.460031
2014-08-12T00:00:00,0.184653,4.87601,8.801809
2014-08-13T00:00:00,0.182971,4.831587,8.72162
2014-08-14T00:00:00,0.187364,4.947576,8.930994
2014-08-15T00:00:00,0.188664,4.981928,8.993004
2014-08-16T00:00:00,0.184907,4.882704,8.813893
2014-08-17T00:00:00,0.183811,4.853761,8.761646
2014-08-18T00:00:00,0.186316,4.919914,8.881061
2014-08-19T00:00:00,0.189272,4.997984,9.021988
2014-08-20T00:00:00,0.198549,5.242941,9.464165
2014-08-21T00:00:00,0.201589,5.323207,9.609056
2014-08-22T00:00:00,0.205463,5.425517,9.793737
2014-08-23T00:00:00,0.21138,5.58175,10.075758
2014-08-24T00:00:00,0.21239,5.608421,10.123903
2014-08-25T00:00:00,0.207313,5.474361,9.881908
2014-08-26T00:00:00,0.188977,4.990192,9.007921
2014-08-27T00:00:00,0.168588,4.451789,8.036037
2014-08-28T00:00:00,0.14923,3.940615,7.113305
2014-08-29T00:00:00,0.13118,3.463984,6.252925
2014-08-30T00:00:00,0.113007,2.984099,5.386672
2014-08-31T00:00:00,0.098356,2.597206,4.688282
2014-09-01T00:00:00,0.07985,2.108535,3.80617
2014-09-02T00:00:00,0.076004,2.006973,3.622838
2014-09-03T00:00:00,0.073632,1.944341,3.50978
2014-09-04T00:00:00,0.070386,1.858623,3.355048
2014-09-05T00:00:00,0.066636,1.759614,3.176324
2014-09-06T00:00:00,0.063918,1.687844,3.04677
2014-09-07T00:00:00,0.059397,1.568464,2.831274
2014-09-08T00:00:00,0.059834,1.579987,2.852074
2014-09-09T00:00:00,0.059779,1.578547,2.849475
2014-09-10T00:00:00,0.059125,1.561263,2.818276
2014-09-11T00:00:00,0.059779,1.578546,2.849473
2014-09-12T00:00:00,0.06027,1.591509,2.872873
2014-09-13T00:00:00,0.060537,1.59855,2.885584
2014-09-14T00:00:00,0.061455,1.622792,2.929343
2014-09-15T00:00:00,0.062973,1.662876,3.0017
2014-09-16T00:00:00,0.065153,1.720443,3.105614
2014-09-17T00:00:00,0.067623,1.785662,3.223344
2014-09-18T00:00:00,0.068968,1.821193,3.287482
2014-09-19T00:00:00,0.070712,1.867237,3.370598
2014-09-20T00:00:00,0.071122,1.878066,3.390144
2014-09-21T00:00:00,0.071478,1.887464,3.407109
2014-09-22T00:00:00,0.072071,1.903128,3.435385
2014-09-23T00:00:00,0.070825,1.870235,3.376009
2014-09-24T00:00:00,0.069046,1.823245,3.291185
2014-09-25T00:00:00,0.06888,1.818877,3.283301
2014-09-26T00:00:00,0.067973,1.79492,3.240055
2014-09-27T00:00:00,0.066769,1.76313,3.18267
2014-09-28T00:00:00,0.066002,1.742857,3.146075
2014-09-29T00:00:00,0.065479,1.729058,3.121166
2014-09-30T00:00:00,0.067127,1.772574,3.199718
2014-10-01T00:00:00,0.068557,1.810332,3.267877
2014-10-02T00:00:00,0.067616,1.785492,3.223037
2014-10-03T00:00:00,0.068443,1.807332,3.262461
2014-10-04T00:00:00,0.069822,1.843733,3.32817
2014-10-05T00:00:00,0.07251,1.914716,3.456302
2014-10-06T00:00:00,0.074164,1.958398,3.535154
2014-10-07T00:00:00,0.072855,1.923817,3.472731
2014-10-08T00:00:00,0.072096,1.903797,3.436592
2014-10-09T00:00:00,0.072817,1.922839,3.470966
2014-10-10T00:00:00,0.073543,1.941996,3.505545
2014-10-11T00:00:00,0.072951,1.926375,3.477348
2014-10-12T00:00:00,0.071604,1.890803,3.413136
2014-10-13T00:00:00,0.071296,1.882658,3.398433
2014-10-14T00:00:00,0.071247,1.881382,3.39613
2014-10-15T00:00:00,0.071832,1.896826,3.424009
2014-10-16T00:00:00,0.071901,1.898635,3.427273
2014-10-17T00:00:00,0.070996,1.874742,3.384143
2014-10-18T00:00:00,0.072388,1.911501,3.450498
2014-10-19T00:00:00,0.071344,1.883932,3.400733
2014-10-20T00:00:00,0.070091,1.850849,3.341014
2014-10-21T00:00:00,0.071553,1.889446,3.410686
2014-10-22T00:00:00,0.07211,1.90415,3.437229
2014-10-23T00:00:00,0.07252,1.914981,3.456781
2014-10-24T00:00:00,0.074014,1.954435,3.528
2014-10-25T00:00:00,0.073691,1.945895,3.512585
2014-10-26T00:00:00,0.073378,1.937645,3.497691
2014-10-27T00:00:00,0.07522,1.986288,3.585499
2014-10-28T00:00:00,0.074446,1.965843,3.548593
2014-10-29T00:00:00,0.074471,1.966494,3.549768
2014-10-30T00:00:00,0.075924,2.004875,3.619051
2014-10-31T00:00:00,0.077999,2.059674,3.71797
2014-11-01T00:00:00,0.078286,2.067232,3.731613
2014-11-02T00:00:00,0.080432,2.123921,3.833943
2014-11-03T00:00:00,0.081148,2.142817,3.868053
2014-11-04T00:00:00,0.082865,2.188168,3.949918
2014-11-05T00:00:00,0.082505,2.178653,3.932741
2014-11-06T00:00:00,0.082468,2.177676,3.930978
2014-11-07T00:00:00,0.080828,2.134368,3.852801
2014-11-08T00:00:00,0.081499,2.152097,3.884805
2014-11-09T00:00:00,0.082221,2.171146,3.91919
2014-11-10T00:00:00,0.081704,2.157501,3.89456
2014-11-11T00:00:00,0.080271,2.119651,3.826236
2014-11-12T00:00:00,0.081116,2.141976,3.866536
2014-11-13T00:00:00,0.080407,2.12326,3.832751
2014-11-14T00:00:00,0.080722,2.131579,3.847767
2014-11-15T00:00:00,0.079699,2.104544,3.798966
2014-11-16T00:00:00,0.079699,2.104544,3.798966
2014-11-17T00:00:00,0.079462,2.098306,3.787705
2014-11-18T00:00:00,0.081459,2.151028,3.882875
2014-11-19T00:00:00,0.081182,2.143707,3.869659
2014-11-20T00:00:00,0.080821,2.134195,3.85249
2014-11-21T00:00:00,0.078871,2.08269,3.759517
2014-11-22T00:00:00,0.080187,2.117436,3.822237
2014-11-23T00:00:00,0.079753,2.105992,3.801579
2014-11-24T00:00:00,0.080193,2.117606,3.822544
2014-11-25T00:00:00,0.078616,2.07595,3.74735
2014-11-26T00:00:00,0.078295,2.067486,3.73207
2014-11-27T00:00:00,0.078536,2.073834,3.74353
2014-11-28T00:00:00,0.080219,2.118274,3.823749
2014-11-29T00:00:00,0.080459,2.124622,3.835209
2014-11-30T00:00:00,0.081901,2.162713,3.903968
2014-12-01T00:00:00,0.080539,2.126738,3.839028
2014-12-02T00:00:00,0.081977,2.164705,3.907564
2014-12-03T00:00:00,0.080226,2.118484,3.824129
2014-12-04T00:00:00,0.080542,2.126821,3.839179
2014-12-05T00:00:00,0.081093,2.141354,3.865413
2014-12-06T00:00:00,0.07941,2.096926,3.785215
2014-12-07T00:00:00,0.076612,2.023042,3.651844
2014-12-08T00:00:00,0.079162,2.090372,3.773383
2014-12-09T00:00:00,0.078443,2.071384,3.739108
2014-12-10T00:00:00,0.080591,2.128106,3.841498
2014-12-11T00:00:00,0.08075,2.132308,3.849083
2014-12-12T00:00:00,0.079557,2.100796,3.792199
2014-12-13T00:00:00,0.080273,2.119703,3.826329
2014-12-14T00:00:00,0.081466,2.151214,3.883211
2014-12-15T00:00:00,0.079716,2.104996,3.799781
2014-12-16T00:00:00,0.079795,2.107097,3.803573
2014-12-17T00:00:00,0.078483,2.072438,3.741009
2014-12-18T00:00:00,0.07683,2.028798,3.662234
2014-12-19T00:00:00,0.076362,2.01644,3.639927
2014-12-20T00:00:00,0.075261,1.987361,3.587436
2014-12-21T00:00:00,0.074401,1.964644,3.546429
2014-12-22T00:00:00,0.076051,2.008228,3.625103
2014-12-23T00:00:00,0.076444,2.018603,3.643832
2014-12-24T00:00:00,0.078385,2.069853,3.736344
2014-12-25T00:00:00,0.08066,2.129938,3.844806
2014-12-26T00:00:00,0.081837,2.161018,3.900908
2014-12-27T00:00:00,0.08325,2.198313,3.968231
2014-12-28T00:00:00,0.086153,2.274974,4.106612
2014-12-29T00:00:00,0.086153,2.274974,4.106612
2014-12-30T00:00:00,0.086644,2.287942,4.130022
2014-12-31T00:00:00,0.086923,2.295314,4.14333
2015-01-01T00:00:00,0.087199,2.25078,4.156498
2015-01-02T00:00:00,0.087946,2.270062,4.192106
2015-01-03T00:00:00,0.088463,2.283396,4.216729
2015-01-04T00:00:00,0.088414,2.282126,4.214385
2015-01-05T00:00:00,0.087528,2.259262,4.172162
2015-01-06T00:00:00,0.087403,2.25604,4.166212
2015-01-07T00:00:00,0.085872,2.216526,4.093242
2015-01-08T00:00:00,0.08449,2.18084,4.02734
2015-01-09T00:00:00,0.082569,2.131275,3.935809
2015-01-10T00:00:00,0.081417,2.101536,3.880891
2015-01-11T00:00:00,0.080112,2.067832,3.81865
2015-01-12T00:00:00,0.079206,2.044462,3.775493
2015-01-13T00:00:00,0.077625,2.003637,3.700102
2015-01-14T00:00:00,0.078921,2.03711,3.761916
2015-01-15T00:00:00,0.080179,2.069575,3.821868
2015-01-16T00:00:00,0.080977,2.090177,3.859914
2015-01-17T00:00:00,0.081155,2.094756,3.86837
2015-01-18T00:00:00,0.081964,2.115651,3.906956
2015-01-19T00:00:00,0.082854,2.138626,3.949385
2015-01-20T00:00:00,0.082106,2.119321,3.913734
2015-01-21T00:00:00,0.082439,2.127902,3.92958
2015-01-22T00:00:00,0.081109,2.093582,3.866201
2015-01-23T00:00:00,0.079863,2.061406,3.806783
2015-01-24T00:00:00,0.078865,2.035666,3.759248
2015-01-25T00:00:00,0.076538,1.975603,3.648332
2015-01-26T00:00:00,0.075126,1.939138,3.580991
2015-01-27T00:00:00,0.077391,1.997603,3.688958
2015-01-28T00:00:00,0.077801,2.008187,3.708503
2015-01-29T00:00:00,0.079374,2.048802,3.783507
2015-01-30T00:00:00,0.079834,2.060664,3.805413
2015-01-31T00:00:00,0.082311,2.124613,3.923506
2015-02-01T00:00:00,0.081634,2.107136,3.891233
2015-02-02T00:00:00,0.081042,2.091839,3.862982
2015-02-03T00:00:00,0.076927,1.985632,3.666851
2015-02-04T00:00:00,0.074096,1.912558,3.531907
2015-02-05T00:00:00,0.071265,1.839485,3.396963
2015-02-06T00:00:00,0.07159,1.847868,3.412443
2015-02-07T00:00:00,0.068603,1.770767,3.270061
2015-02-08T00:00:00,0.067162,1.733572,3.201375
2015-02-09T00:00:00,0.067601,1.744912,3.222316
2015-02-10T00:00:00,0.069362,1.79036,3.306244
2015-02-11T00:00:00,0.070062,1.808445,3.339642
2015-02-12T00:00:00,0.068131,1.758598,3.24759
2015-02-13T00:00:00,0.066894,1.726673,3.188634
2015-02-14T00:00:00,0.06773,1.748242,3.228464
2015-02-15T00:00:00,0.068908,1.778637,3.284595
2015-02-16T00:00:00,0.069101,1.78364,3.293835
2015-02-17T00:00:00,0.069439,1.79235,3.309919
2015-02-18T00:00:00,0.070046,1.808026,3.338869
2015-02-19T00:00:00,0.073218,1.889893,3.490051
2015-02-20T00:00:00,0.074028,1.910795,3.528651
2015-02-21T00:00:00,0.072813,1.879442,3.470751
2015-02-22T00:00:00,0.073576,1.899126,3.507101
2015-02-23T00:00:00,0.073044,1.885399,3.481753
2015-02-24T00:00:00,0.072131,1.861828,3.438224
2015-02-25T00:00:00,0.072129,1.861779,3.438134
2015-02-26T00:00:00,0.071556,1.84701,3.410859
2015-02-27T00:00:00,0.071666,1.849833,3.416073
2015-02-28T00:00:00,0.072146,1.862235,3.438975
2015-03-01T00:00:00,0.071857,1.854778,3.425204
2015-03-02T00:00:00,0.072991,1.884044,3.47925
2015-03-03T00:00:00,0.075046,1.93709,3.57721
2015-03-04T00:00:00,0.0737,1.902336,3.51303
2015-03-05T00:00:00,0.072424,1.869411,3.452226
2015-03-06T00:00:00,0.072141,1.862095,3.438716
2015-03-07T00:00:00,0.071999,1.858437,3.431961
2015-03-08T00:00:00,0.073174,1.888752,3.487943
2015-03-09T00:00:00,0.072344,1.867337,3.448397
2015-03-10T00:00:00,0.07209,1.860789,3.436304
2015-03-11T00:00:00,0.073256,1.890881,3.491876
2015-03-12T00:00:00,0.073333,1.892867,3.495543
2015-03-13T00:00:00,0.073356,1.89346,3.496637
2015-03-14T00:00:00,0.072866,1.880811,3.47328
2015-03-15T00:00:00,0.072065,1.860148,3.435121
2015-03-16T00:00:00,0.071705,1.850856,3.417961
2015-03-17T00:00:00,0.069978,1.806256,3.335599
2015-03-18T00:00:00,0.069906,1.804398,3.332167
2015-03-19T00:00:00,0.070338,1.815548,3.352758
2015-03-20T00:00:00,0.069618,1.796965,3.318441
2015-03-21T00:00:00,0.071058,1.834131,3.387075
2015-03-22T00:00:00,0.070978,1.832078,3.383284
2015-03-23T00:00:00,0.071254,1.839194,3.396426
2015-03-24T00:00:00,0.074307,1.918005,3.541965
2015-03-25T00:00:00,0.07478,1.930223,3.564527
2015-03-26T00:00:00,0.075413,1.946547,3.594674
2015-03-27T00:00:00,0.077748,2.00683,3.705997
2015-03-28T00:00:00,0.077373,1.997138,3.688099
2015-03-29T00:00:00,0.078007,2.013517,3.718347
2015-03-30T00:00:00,0.077795,2.008026,3.708206
2015-03-31T00:00:00,0.076163,1.965925,3.630459
2015-04-01T00:00:00,0.074036,1.911011,3.52905
2015-04-02T00:00:00,0.075312,1.94396,3.589895
2015-04-03T00:00:00,0.07354,1.898198,3.505388
2015-04-04T00:00:00,0.073894,1.90735,3.522289
2015-04-05T00:00:00,0.07407,1.911884,3.530661
2015-04-06T00:00:00,0.073457,1.896068,3.501454
2015-04-07T00:00:00,0.074229,1.915981,3.538227
2015-04-08T00:00:00,0.07425,1.916533,3.539246
2015-04-09T00:00:00,0.072461,1.870347,3.453956
2015-04-10T00:00:00,0.073516,1.897582,3.50425
2015-04-11T00:00:00,0.073174,1.888755,3.487949
2015-04-12T00:00:00,0.071755,1.852145,3.420342
2015-04-13T00:00:00,0.074007,1.910267,3.527676
2015-04-14T00:00:00,0.073782,1.904455,3.516942
2015-04-15T00:00:00,0.073557,1.898643,3.506209
2015-04-16T00:00:00,0.073932,1.90833,3.524098
2015-04-17T00:00:00,0.071981,1.857957,3.431076
2015-04-18T00:00:00,0.072431,1.869582,3.452542
2015-04-19T00:00:00,0.069723,1.799677,3.32345
2015-04-20T00:00:00,0.065161,1.681919,3.105987
2015-04-21T00:00:00,0.061077,1.576524,2.911355
2015-04-22T00:00:00,0.058974,1.522241,2.811112
2015-04-23T00:00:00,0.054649,1.410607,2.604956
2015-04-24T00:00:00,0.050947,1.315033,2.428462
2015-04-25T00:00:00,0.047553,1.22743,2.266685
2015-04-26T00:00:00,0.047336,1.221844,2.25637
2015-04-27T00:00:00,0.046548,1.20148,2.218765
2015-04-28T00:00:00,0.046548,1.20148,2.218765
2015-04-29T00:00:00,0.045387,1.171533,2.163461
2015-04-30T00:00:00,0.049039,1.265779,2.337505
2015-05-01T00:00:00,0.05398,1.39333,2.573051
2015-05-02T00:00:00,0.057039,1.472297,2.718879
2015-05-03T00:00:00,0.060549,1.562883,2.886165
2015-05-04T00:00:00,0.063448,1.637716,3.024358
2015-05-05T00:00:00,0.067485,1.741919,3.216788
2015-05-06T00:00:00,0.073235,1.890334,3.490864
2015-05-07T00:00:00,0.073748,1.903574,3.515315
2015-05-08T00:00:00,0.0739,1.907497,3.522561
2015-05-09T00:00:00,0.072605,1.874085,3.460858
2015-05-10T00:00:00,0.071743,1.851813,3.419728
2015-05-11T00:00:00,0.073912,1.907815,3.523147
2015-05-12T00:00:00,0.073623,1.900348,3.509359
2015-05-13T00:00:00,0.073695,1.902215,3.512806
2015-05-14T00:00:00,0.074635,1.926482,3.557619
2015-05-15T00:00:00,0.074418,1.920882,3.547278
2015-05-16T00:00:00,0.074635,1.926482,3.557619
2015-05-17T00:00:00,0.077834,2.009036,3.710072
2015-05-18T00:00:00,0.077076,1.98947,3.673939
2015-05-19T00:00:00,0.075859,1.958064,3.615942
2015-05-20T00:00:00,0.074886,1.932944,3.569552
2015-05-21T00:00:00,0.075232,1.94188,3.586055
2015-05-22T00:00:00,0.074825,1.931374,3.566653
2015-05-23T00:00:00,0.073576,1.899147,3.50714
2015-05-24T00:00:00,0.071866,1.854987,3.42559
2015-05-25T00:00:00,0.071643,1.849249,3.414995
2015-05-26T00:00:00,0.07268,1.876023,3.464437
2015-05-27T00:00:00,0.072162,1.862636,3.439716
2015-05-28T00:00:00,0.070458,1.818652,3.358491
2015-05-29T00:00:00,0.071643,1.84925,3.414996
2015-05-30T00:00:00,0.073421,1.895147,3.499753
2015-05-31T00:00:00,0.073499,1.897159,3.503468
2015-06-01T00:00:00,0.072588,1.873648,3.460052
2015-06-02T00:00:00,0.072756,1.877964,3.468022
2015-06-03T00:00:00,0.07279,1.878838,3.469635
2015-06-04T00:00:00,0.073196,1.88932,3.488992
2015-06-05T00:00:00,0.071755,1.852137,3.420326
2015-06-06T00:00:00,0.074538,1.923961,3.552965
2015-06-07T00:00:00,0.074407,1.920577,3.546714
2015-06-08T00:00:00,0.076213,1.967193,3.632801
2015-06-09T00:00:00,0.076285,1.969057,3.636243
2015-06-10T00:00:00,0.078235,2.019403,3.729216
2015-06-11T00:00:00,0.077802,2.008215,3.708555
2015-06-12T00:00:00,0.078091,2.015674,3.722329
2015-06-13T00:00:00,0.076718,1.980246,3.656905
2015-06-14T00:00:00,0.077007,1.987691,3.670654
2015-06-15T00:00:00,0.076527,1.975315,3.647799
2015-06-16T00:00:00,0.07452,1.923504,3.55212
2015-06-17T00:00:00,0.07423,1.916011,3.538282
2015-06-18T00:00:00,0.076245,1.968022,3.63433
2015-06-19T00:00:00,0.077075,1.989457,3.673915
2015-06-20T00:00:00,0.075697,1.953881,3.608218
2015-06-21T00:00:00,0.073998,1.910037,3.527251
2015-06-22T00:00:00,0.074677,1.92756,3.559611
2015-06-23T00:00:00,0.076337,1.970395,3.638713
2015-06-24T00:00:00,0.076186,1.966501,3.631523
2015-06-25T00:00:00,0.075884,1.958713,3.61714
2015-06-26T00:00:00,0.076412,1.972342,3.642308
2015-06-27T00:00:00,0.076035,1.962607,3.624331
2015-06-28T00:00:00,0.077272,1.994534,3.683291
2015-06-29T00:00:00,0.07623,1.96763,3.633607
2015-06-30T00:00:00,0.076543,1.975715,3.648538
2015-07-01T00:00:00,0.074899,1.933291,3.570194
2015-07-02T00:00:00,0.074982,1.935433,3.574149
2015-07-03T00:00:00,0.075439,1.947231,3.595936
2015-07-04T00:00:00,0.077107,1.990283,3.67544
2015-07-05T00:00:00,0.077165,1.991786,3.678216
2015-07-06T00:00:00,0.08024,2.071148,3.824773
2015-07-07T00:00:00,0.079415,2.049857,3.785454
